Geografía;Tipología penal;Periodos:;Total
-Municipio de Alcalá de Henares;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;7.277
-Municipio de Alcalá de Henares;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;1
-Municipio de Alcalá de Henares;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;7
-Municipio de Alcalá de Henares;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;86
-Municipio de Alcalá de Henares;4. Secuestro;enero-diciembre 2023;0
-Municipio de Alcalá de Henares;5. Delitos contra la libertad sexual;enero-diciembre 2023;61
-Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;enero-diciembre 2023;8
-Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;53
-Municipio de Alcalá de Henares;6. Robos con violencia e intimidación;enero-diciembre 2023;190
-Municipio de Alcalá de Henares;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;265
-Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;136
-Municipio de Alcalá de Henares;8. Hurtos;enero-diciembre 2023;2.347
-Municipio de Alcalá de Henares;9. Sustracciones de vehículos;enero-diciembre 2023;245
-Municipio de Alcalá de Henares;10. Tráfico de drogas;enero-diciembre 2023;64
-Municipio de Alcalá de Henares;11. Resto de criminalidad convencional;enero-diciembre 2023;4.011
-Municipio de Alcalá de Henares;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;2.508
-Municipio de Alcalá de Henares;12.-Estafas informáticas;enero-diciembre 2023;2.171
-Municipio de Alcalá de Henares;13.-Otros ciberdelitos;enero-diciembre 2023;337
-Municipio de Alcalá de Henares;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;9.785
-Municipio de Alcobendas;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;4.029
-Municipio de Alcobendas;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;2
-Municipio de Alcobendas;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;1
-Municipio de Alcobendas;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;41
-Municipio de Alcobendas;4. Secuestro;enero-diciembre 2023;0
-Municipio de Alcobendas;5. Delitos contra la libertad sexual;enero-diciembre 2023;52
-Municipio de Alcobendas;5.1.-Agresión sexual con penetración;enero-diciembre 2023;12
-Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;40
-Municipio de Alcobendas;6. Robos con violencia e intimidación;enero-diciembre 2023;81
-Municipio de Alcobendas;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;209
-Municipio de Alcobendas;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;136
-Municipio de Alcobendas;8. Hurtos;enero-diciembre 2023;1.171
-Municipio de Alcobendas;9. Sustracciones de vehículos;enero-diciembre 2023;157
-Municipio de Alcobendas;10. Tráfico de drogas;enero-diciembre 2023;60
-Municipio de Alcobendas;11. Resto de criminalidad convencional;enero-diciembre 2023;2.255
-Municipio de Alcobendas;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;1.187
-Municipio de Alcobendas;12.-Estafas informáticas;enero-diciembre 2023;1.070
-Municipio de Alcobendas;13.-Otros ciberdelitos;enero-diciembre 2023;117
-Municipio de Alcobendas;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;5.216
-Municipio de Alcorcón;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;5.940
-Municipio de Alcorcón;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;0
-Municipio de Alcorcón;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;3
-Municipio de Alcorcón;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;46
-Municipio de Alcorcón;4. Secuestro;enero-diciembre 2023;0
-Municipio de Alcorcón;5. Delitos contra la libertad sexual;enero-diciembre 2023;33
-Municipio de Alcorcón;5.1.-Agresión sexual con penetración;enero-diciembre 2023;4
-Municipio de Alcorcón;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;29
-Municipio de Alcorcón;6. Robos con violencia e intimidación;enero-diciembre 2023;197
-Municipio de Alcorcón;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;188
-Municipio de Alcorcón;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;115
-Municipio de Alcorcón;8. Hurtos;enero-diciembre 2023;2.512
-Municipio de Alcorcón;9. Sustracciones de vehículos;enero-diciembre 2023;151
-Municipio de Alcorcón;10. Tráfico de drogas;enero-diciembre 2023;39
-Municipio de Alcorcón;11. Resto de criminalidad convencional;enero-diciembre 2023;2.771
-Municipio de Alcorcón;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;1.639
-Municipio de Alcorcón;12.-Estafas informáticas;enero-diciembre 2023;1.454
-Municipio de Alcorcón;13.-Otros ciberdelitos;enero-diciembre 2023;185
-Municipio de Alcorcón;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;7.579
-Municipio de Algete;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;625
-Municipio de Algete;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;0
-Municipio de Algete;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;0
-Municipio de Algete;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;5
-Municipio de Algete;4. Secuestro;enero-diciembre 2023;0
-Municipio de Algete;5. Delitos contra la libertad sexual;enero-diciembre 2023;7
-Municipio de Algete;5.1.-Agresión sexual con penetración;enero-diciembre 2023;3
-Municipio de Algete;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;4
-Municipio de Algete;6. Robos con violencia e intimidación;enero-diciembre 2023;10
-Municipio de Algete;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;85
-Municipio de Algete;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;67
-Municipio de Algete;8. Hurtos;enero-diciembre 2023;138
-Municipio de Algete;9. Sustracciones de vehículos;enero-diciembre 2023;10
-Municipio de Algete;10. Tráfico de drogas;enero-diciembre 2023;2
-Municipio de Algete;11. Resto de criminalidad convencional;enero-diciembre 2023;368
-Municipio de Algete;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;294
-Municipio de Algete;12.-Estafas informáticas;enero-diciembre 2023;268
-Municipio de Algete;13.-Otros ciberdelitos;enero-diciembre 2023;26
-Municipio de Algete;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;919
-Municipio de Aranjuez;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;2.221
-Municipio de Aranjuez;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;1
-Municipio de Aranjuez;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;2
-Municipio de Aranjuez;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;10
-Municipio de Aranjuez;4. Secuestro;enero-diciembre 2023;0
