Geografía;Tipología penal;Periodos:;Total
28005 Alcalá de Henares;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2025;3.709
28005 Alcalá de Henares;1. Homicidios dolosos y asesinatos consumados;enero-junio 2025;1
28005 Alcalá de Henares;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2025;5
28005 Alcalá de Henares;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2025;39
28005 Alcalá de Henares;4. Secuestro;enero-junio 2025;1
28005 Alcalá de Henares;5. Delitos contra la libertad sexual;enero-junio 2025;46
28005 Alcalá de Henares;5.1.-Agresión sexual con penetración;enero-junio 2025;6
28005 Alcalá de Henares;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2025;40
28005 Alcalá de Henares;6. Robos con violencia e intimidación;enero-junio 2025;69
28005 Alcalá de Henares;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2025;151
28005 Alcalá de Henares;7.1.-Robos con fuerza en domicilios;enero-junio 2025;75
28005 Alcalá de Henares;8. Hurtos;enero-junio 2025;1.091
28005 Alcalá de Henares;9. Sustracciones de vehículos;enero-junio 2025;138
28005 Alcalá de Henares;10. Tráfico de drogas;enero-junio 2025;34
28005 Alcalá de Henares;11. Resto de criminalidad convencional;enero-junio 2025;2.134
28005 Alcalá de Henares;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2025;1.227
28005 Alcalá de Henares;12.-Estafas informáticas;enero-junio 2025;1.006
28005 Alcalá de Henares;13.-Otros ciberdelitos;enero-junio 2025;221
28005 Alcalá de Henares;III. TOTAL INFRACCIONES PENALES;enero-junio 2025;4.936
28006 Alcobendas;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2025;2.132
28006 Alcobendas;1. Homicidios dolosos y asesinatos consumados;enero-junio 2025;0
28006 Alcobendas;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2025;1
28006 Alcobendas;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2025;14
28006 Alcobendas;4. Secuestro;enero-junio 2025;0
28006 Alcobendas;5. Delitos contra la libertad sexual;enero-junio 2025;25
28006 Alcobendas;5.1.-Agresión sexual con penetración;enero-junio 2025;8
28006 Alcobendas;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2025;17
28006 Alcobendas;6. Robos con violencia e intimidación;enero-junio 2025;35
28006 Alcobendas;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2025;88
28006 Alcobendas;7.1.-Robos con fuerza en domicilios;enero-junio 2025;48
28006 Alcobendas;8. Hurtos;enero-junio 2025;580
28006 Alcobendas;9. Sustracciones de vehículos;enero-junio 2025;91
28006 Alcobendas;10. Tráfico de drogas;enero-junio 2025;30
28006 Alcobendas;11. Resto de criminalidad convencional;enero-junio 2025;1.268
28006 Alcobendas;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2025;695
28006 Alcobendas;12.-Estafas informáticas;enero-junio 2025;627
