Geografía;Tipología penal;Periodos:;Total
-Municipio de Alcalá de Henares;1.-Homicidios dolosos y asesinatos consumados;Enero-diciembre 2021;1
-Municipio de Alcalá de Henares;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-diciembre 2021;8
-Municipio de Alcalá de Henares;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-diciembre 2021;66
-Municipio de Alcalá de Henares;4.-Secuestro;Enero-diciembre 2021;1
-Municipio de Alcalá de Henares;5.-Delitos contra la libertad e indemnidad sexual;Enero-diciembre 2021;59
-Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-diciembre 2021;3
-Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-diciembre 2021;56
-Municipio de Alcalá de Henares;6.-Robos con violencia e intimidación;Enero-diciembre 2021;232
-Municipio de Alcalá de Henares;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-diciembre 2021;376
-Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-diciembre 2021;161
-Municipio de Alcalá de Henares;8.-Hurtos;Enero-diciembre 2021;2.483
-Municipio de Alcalá de Henares;9.-Sustracciones de vehículos;Enero-diciembre 2021;222
-Municipio de Alcalá de Henares;10.-Tráfico de drogas;Enero-diciembre 2021;28
-Municipio de Alcalá de Henares;Resto de infracciones penales;Enero-diciembre 2021;6.162
-Municipio de Alcalá de Henares;TOTAL INFRACCIONES PENALES;Enero-diciembre 2021;9.638
-Municipio de Alcobendas;1.-Homicidios dolosos y asesinatos consumados;Enero-diciembre 2021;0
-Municipio de Alcobendas;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-diciembre 2021;1
-Municipio de Alcobendas;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-diciembre 2021;43
-Municipio de Alcobendas;4.-Secuestro;Enero-diciembre 2021;0
-Municipio de Alcobendas;5.-Delitos contra la libertad e indemnidad sexual;Enero-diciembre 2021;31
-Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-diciembre 2021;5
-Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-diciembre 2021;26
-Municipio de Alcobendas;6.-Robos con violencia e intimidación;Enero-diciembre 2021;70
-Municipio de Alcobendas;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-diciembre 2021;208
-Municipio de Alcobendas;7.1.-Robos con fuerza en domicilios;Enero-diciembre 2021;145
-Municipio de Alcobendas;8.-Hurtos;Enero-diciembre 2021;1.114
-Municipio de Alcobendas;9.-Sustracciones de vehículos;Enero-diciembre 2021;246
-Municipio de Alcobendas;10.-Tráfico de drogas;Enero-diciembre 2021;32
-Municipio de Alcobendas;Resto de infracciones penales;Enero-diciembre 2021;2.751
-Municipio de Alcobendas;TOTAL INFRACCIONES PENALES;Enero-diciembre 2021;4.496
-Municipio de Alcorcón;1.-Homicidios dolosos y asesinatos consumados;Enero-diciembre 2021;0
-Municipio de Alcorcón;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-diciembre 2021;4
-Municipio de Alcorcón;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-diciembre 2021;30
-Municipio de Alcorcón;4.-Secuestro;Enero-diciembre 2021;1
-Municipio de Alcorcón;5.-Delitos contra la libertad e indemnidad sexual;Enero-diciembre 2021;37
-Municipio de Alcorcón;5.1.-Agresión sexual con penetración;Enero-diciembre 2021;6
-Municipio de Alcorcón;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-diciembre 2021;31
-Municipio de Alcorcón;6.-Robos con violencia e intimidación;Enero-diciembre 2021;245
