Geografía;Tipología penal;Periodos:;Total
28005 Alcalá de Henares;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;3.745
28005 Alcalá de Henares;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;0
28005 Alcalá de Henares;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;7
28005 Alcalá de Henares;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;26
28005 Alcalá de Henares;4. Secuestro;enero-junio 2024;0
28005 Alcalá de Henares;5. Delitos contra la libertad sexual;enero-junio 2024;29
28005 Alcalá de Henares;5.1.-Agresión sexual con penetración;enero-junio 2024;9
28005 Alcalá de Henares;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;20
28005 Alcalá de Henares;6. Robos con violencia e intimidación;enero-junio 2024;120
28005 Alcalá de Henares;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;153
28005 Alcalá de Henares;7.1.-Robos con fuerza en domicilios;enero-junio 2024;92
28005 Alcalá de Henares;8. Hurtos;enero-junio 2024;1.095
28005 Alcalá de Henares;9. Sustracciones de vehículos;enero-junio 2024;115
28005 Alcalá de Henares;10. Tráfico de drogas;enero-junio 2024;48
28005 Alcalá de Henares;11. Resto de criminalidad convencional;enero-junio 2024;2.152
28005 Alcalá de Henares;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;1.104
28005 Alcalá de Henares;12.-Estafas informáticas;enero-junio 2024;943
28005 Alcalá de Henares;13.-Otros ciberdelitos;enero-junio 2024;161
28005 Alcalá de Henares;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;4.849
28006 Alcobendas;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;2.054
28006 Alcobendas;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;1
28006 Alcobendas;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;0
28006 Alcobendas;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;15
28006 Alcobendas;4. Secuestro;enero-junio 2024;0
28006 Alcobendas;5. Delitos contra la libertad sexual;enero-junio 2024;29
28006 Alcobendas;5.1.-Agresión sexual con penetración;enero-junio 2024;8
28006 Alcobendas;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;21
28006 Alcobendas;6. Robos con violencia e intimidación;enero-junio 2024;35
28006 Alcobendas;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;99
28006 Alcobendas;7.1.-Robos con fuerza en domicilios;enero-junio 2024;59
28006 Alcobendas;8. Hurtos;enero-junio 2024;564
28006 Alcobendas;9. Sustracciones de vehículos;enero-junio 2024;100
28006 Alcobendas;10. Tráfico de drogas;enero-junio 2024;21
28006 Alcobendas;11. Resto de criminalidad convencional;enero-junio 2024;1.190
28006 Alcobendas;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;640
28006 Alcobendas;12.-Estafas informáticas;enero-junio 2024;571
28006 Alcobendas;13.-Otros ciberdelitos;enero-junio 2024;69
