Geografía;Tipología penal;Periodos:;Total
ANDALUCÍA;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2021;29
ANDALUCÍA;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2021;94
ANDALUCÍA;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2021;1.535
ANDALUCÍA;4.-Secuestro;Enero-junio 2021;11
ANDALUCÍA;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2021;1.330
ANDALUCÍA;5.1.-Agresión sexual con penetración;Enero-junio 2021;141
ANDALUCÍA;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2021;1.189
ANDALUCÍA;6.-Robos con violencia e intimidación;Enero-junio 2021;2.545
ANDALUCÍA;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2021;7.458
ANDALUCÍA;7.1.-Robos con fuerza en domicilios;Enero-junio 2021;5.113
ANDALUCÍA;8.-Hurtos;Enero-junio 2021;29.541
ANDALUCÍA;9.-Sustracciones de vehículos;Enero-junio 2021;2.277
ANDALUCÍA;10.-Tráfico de drogas;Enero-junio 2021;2.423
ANDALUCÍA;Resto de infracciones penales;Enero-junio 2021;99.445
ANDALUCÍA;TOTAL INFRACCIONES PENALES;Enero-junio 2021;146.688
-Municipio de Alcalá de Henares;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2021;1
-Municipio de Alcalá de Henares;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2021;2
-Municipio de Alcalá de Henares;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2021;28
-Municipio de Alcalá de Henares;4.-Secuestro;Enero-junio 2021;1
-Municipio de Alcalá de Henares;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2021;24
-Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-junio 2021;2
-Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2021;22
-Municipio de Alcalá de Henares;6.-Robos con violencia e intimidación;Enero-junio 2021;98
-Municipio de Alcalá de Henares;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2021;192
-Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-junio 2021;67
-Municipio de Alcalá de Henares;8.-Hurtos;Enero-junio 2021;1.150
-Municipio de Alcalá de Henares;9.-Sustracciones de vehículos;Enero-junio 2021;92
-Municipio de Alcalá de Henares;10.-Tráfico de drogas;Enero-junio 2021;15
-Municipio de Alcalá de Henares;Resto de infracciones penales;Enero-junio 2021;2.954
-Municipio de Alcalá de Henares;TOTAL INFRACCIONES PENALES;Enero-junio 2021;4.557
-Municipio de Alcobendas;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2021;0
-Municipio de Alcobendas;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2021;0
-Municipio de Alcobendas;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2021;17
-Municipio de Alcobendas;4.-Secuestro;Enero-junio 2021;0
-Municipio de Alcobendas;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2021;17
-Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-junio 2021;3
-Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2021;14
-Municipio de Alcobendas;6.-Robos con violencia e intimidación;Enero-junio 2021;43
