Geografía;Tipología penal;Periodos:;Total
-Municipio de Alcalá de Henares;I. CRIMINALIDAD CONVENCIONAL;Enero-junio 2023;3.653
-Municipio de Alcalá de Henares;1. Homicidios dolosos y asesinatos consumados;Enero-junio 2023;0
-Municipio de Alcalá de Henares;2. Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2023;3
-Municipio de Alcalá de Henares;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2023;35
-Municipio de Alcalá de Henares;4. Secuestro;Enero-junio 2023;0
-Municipio de Alcalá de Henares;5. Delitos contra la libertad sexual;Enero-junio 2023;25
-Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-junio 2023;3
-Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad sexual;Enero-junio 2023;22
-Municipio de Alcalá de Henares;6. Robos con violencia e intimidación;Enero-junio 2023;91
-Municipio de Alcalá de Henares;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2023;144
-Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-junio 2023;75
-Municipio de Alcalá de Henares;8. Hurtos;Enero-junio 2023;1.246
-Municipio de Alcalá de Henares;9. Sustracciones de vehículos;Enero-junio 2023;127
-Municipio de Alcalá de Henares;10. Tráfico de drogas;Enero-junio 2023;34
-Municipio de Alcalá de Henares;11. Resto de criminalidad convencional;Enero-junio 2023;1.948
-Municipio de Alcalá de Henares;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Enero-junio 2023;1.158
-Municipio de Alcalá de Henares;12.-Estafas informáticas;Enero-junio 2023;1.028
-Municipio de Alcalá de Henares;13.-Otros ciberdelitos;Enero-junio 2023;130
-Municipio de Alcalá de Henares;III. TOTAL INFRACCIONES PENALES;Enero-junio 2023;4.811
-Municipio de Alcobendas;I. CRIMINALIDAD CONVENCIONAL;Enero-junio 2023;2.008
-Municipio de Alcobendas;1. Homicidios dolosos y asesinatos consumados;Enero-junio 2023;1
-Municipio de Alcobendas;2. Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2023;0
-Municipio de Alcobendas;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2023;20
-Municipio de Alcobendas;4. Secuestro;Enero-junio 2023;0
-Municipio de Alcobendas;5. Delitos contra la libertad sexual;Enero-junio 2023;22
-Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-junio 2023;4
-Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad sexual;Enero-junio 2023;18
-Municipio de Alcobendas;6. Robos con violencia e intimidación;Enero-junio 2023;38
-Municipio de Alcobendas;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2023;118
-Municipio de Alcobendas;7.1.-Robos con fuerza en domicilios;Enero-junio 2023;74
-Municipio de Alcobendas;8. Hurtos;Enero-junio 2023;583
-Municipio de Alcobendas;9. Sustracciones de vehículos;Enero-junio 2023;78
-Municipio de Alcobendas;10. Tráfico de drogas;Enero-junio 2023;21
-Municipio de Alcobendas;11. Resto de criminalidad convencional;Enero-junio 2023;1.127
-Municipio de Alcobendas;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Enero-junio 2023;567
-Municipio de Alcobendas;12.-Estafas informáticas;Enero-junio 2023;524
-Municipio de Alcobendas;13.-Otros ciberdelitos;Enero-junio 2023;43
-Municipio de Alcobendas;III. TOTAL INFRACCIONES PENALES;Enero-junio 2023;2.575
-Municipio de Alcorcón;I. CRIMINALIDAD CONVENCIONAL;Enero-junio 2023;3.096
-Municipio de Alcorcón;1. Homicidios dolosos y asesinatos consumados;Enero-junio 2023;0
-Municipio de Alcorcón;2. Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2023;2
-Municipio de Alcorcón;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2023;20
-Municipio de Alcorcón;4. Secuestro;Enero-junio 2023;0
-Municipio de Alcorcón;5. Delitos contra la libertad sexual;Enero-junio 2023;11
-Municipio de Alcorcón;5.1.-Agresión sexual con penetración;Enero-junio 2023;1
-Municipio de Alcorcón;5.2.-Resto de delitos contra la libertad sexual;Enero-junio 2023;10
-Municipio de Alcorcón;6. Robos con violencia e intimidación;Enero-junio 2023;116
-Municipio de Alcorcón;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2023;97
-Municipio de Alcorcón;7.1.-Robos con fuerza en domicilios;Enero-junio 2023;53
-Municipio de Alcorcón;8. Hurtos;Enero-junio 2023;1.350
-Municipio de Alcorcón;9. Sustracciones de vehículos;Enero-junio 2023;99
-Municipio de Alcorcón;10. Tráfico de drogas;Enero-junio 2023;18
-Municipio de Alcorcón;11. Resto de criminalidad convencional;Enero-junio 2023;1.383
-Municipio de Alcorcón;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Enero-junio 2023;756
-Municipio de Alcorcón;12.-Estafas informáticas;Enero-junio 2023;664
-Municipio de Alcorcón;13.-Otros ciberdelitos;Enero-junio 2023;92
-Municipio de Alcorcón;III. TOTAL INFRACCIONES PENALES;Enero-junio 2023;3.852
-Municipio de Algete;I. CRIMINALIDAD CONVENCIONAL;Enero-junio 2023;319
-Municipio de Algete;1. Homicidios dolosos y asesinatos consumados;Enero-junio 2023;0
-Municipio de Algete;2. Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2023;0
-Municipio de Algete;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2023;3
-Municipio de Algete;4. Secuestro;Enero-junio 2023;0
-Municipio de Algete;5. Delitos contra la libertad sexual;Enero-junio 2023;3
-Municipio de Algete;5.1.-Agresión sexual con penetración;Enero-junio 2023;2
-Municipio de Algete;5.2.-Resto de delitos contra la libertad sexual;Enero-junio 2023;1
-Municipio de Algete;6. Robos con violencia e intimidación;Enero-junio 2023;10
-Municipio de Algete;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2023;38
-Municipio de Algete;7.1.-Robos con fuerza en domicilios;Enero-junio 2023;30
-Municipio de Algete;8. Hurtos;Enero-junio 2023;78
-Municipio de Algete;9. Sustracciones de vehículos;Enero-junio 2023;4
-Municipio de Algete;10. Tráfico de drogas;Enero-junio 2023;0
-Municipio de Algete;11. Resto de criminalidad convencional;Enero-junio 2023;183
-Municipio de Algete;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Enero-junio 2023;139
-Municipio de Algete;12.-Estafas informáticas;Enero-junio 2023;125
-Municipio de Algete;13.-Otros ciberdelitos;Enero-junio 2023;14
-Municipio de Algete;III. TOTAL INFRACCIONES PENALES;Enero-junio 2023;458
-Municipio de Aranjuez;I. CRIMINALIDAD CONVENCIONAL;Enero-junio 2023;1.088
-Municipio de Aranjuez;1. Homicidios dolosos y asesinatos consumados;Enero-junio 2023;1
