Geografía;Tipología penal;Periodos:;Total
- Municipio de Alcalá de Henares;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2020;0
- Municipio de Alcalá de Henares;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2020;1
- Municipio de Alcalá de Henares;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2020;31
- Municipio de Alcalá de Henares;4.-Secuestro;Enero-septiembre 2020;1
- Municipio de Alcalá de Henares;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;32
- Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-septiembre 2020;3
- Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;29
- Municipio de Alcalá de Henares;6.-Robos con violencia e intimidación;Enero-septiembre 2020;106
- Municipio de Alcalá de Henares;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2020;195
- Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2020;86
- Municipio de Alcalá de Henares;8.-Hurtos;Enero-septiembre 2020;1.283
- Municipio de Alcalá de Henares;9.-Sustracciones de vehículos;Enero-septiembre 2020;110
- Municipio de Alcalá de Henares;10.-Tráfico de drogas;Enero-septiembre 2020;31
- Municipio de Alcalá de Henares;Resto de infracciones penales;Enero-septiembre 2020;3.956
- Municipio de Alcalá de Henares;TOTAL INFRACCIONES PENALES;Enero-septiembre 2020;5.746
- Municipio de Alcobendas;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2020;0
- Municipio de Alcobendas;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2020;2
- Municipio de Alcobendas;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2020;26
- Municipio de Alcobendas;4.-Secuestro;Enero-septiembre 2020;0
- Municipio de Alcobendas;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;29
- Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-septiembre 2020;3
- Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;26
- Municipio de Alcobendas;6.-Robos con violencia e intimidación;Enero-septiembre 2020;56
- Municipio de Alcobendas;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2020;121
- Municipio de Alcobendas;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2020;65
- Municipio de Alcobendas;8.-Hurtos;Enero-septiembre 2020;647
- Municipio de Alcobendas;9.-Sustracciones de vehículos;Enero-septiembre 2020;183
- Municipio de Alcobendas;10.-Tráfico de drogas;Enero-septiembre 2020;18
- Municipio de Alcobendas;Resto de infracciones penales;Enero-septiembre 2020;2.074
- Municipio de Alcobendas;TOTAL INFRACCIONES PENALES;Enero-septiembre 2020;3.156
- Municipio de Alcorcón;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2020;0
- Municipio de Alcorcón;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2020;1
- Municipio de Alcorcón;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2020;26
- Municipio de Alcorcón;4.-Secuestro;Enero-septiembre 2020;0
- Municipio de Alcorcón;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;23
- Municipio de Alcorcón;5.1.-Agresión sexual con penetración;Enero-septiembre 2020;3
- Municipio de Alcorcón;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;20
- Municipio de Alcorcón;6.-Robos con violencia e intimidación;Enero-septiembre 2020;140
- Municipio de Alcorcón;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2020;169
- Municipio de Alcorcón;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2020;79
- Municipio de Alcorcón;8.-Hurtos;Enero-septiembre 2020;1.219
- Municipio de Alcorcón;9.-Sustracciones de vehículos;Enero-septiembre 2020;87
- Municipio de Alcorcón;10.-Tráfico de drogas;Enero-septiembre 2020;16
- Municipio de Alcorcón;Resto de infracciones penales;Enero-septiembre 2020;2.561
- Municipio de Alcorcón;TOTAL INFRACCIONES PENALES;Enero-septiembre 2020;4.242
- Municipio de Aranjuez;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2020;0
- Municipio de Aranjuez;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2020;0
- Municipio de Aranjuez;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2020;15
- Municipio de Aranjuez;4.-Secuestro;Enero-septiembre 2020;0
- Municipio de Aranjuez;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;4
- Municipio de Aranjuez;5.1.-Agresión sexual con penetración;Enero-septiembre 2020;0
- Municipio de Aranjuez;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;4
- Municipio de Aranjuez;6.-Robos con violencia e intimidación;Enero-septiembre 2020;20
- Municipio de Aranjuez;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2020;67
- Municipio de Aranjuez;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2020;47
- Municipio de Aranjuez;8.-Hurtos;Enero-septiembre 2020;309
- Municipio de Aranjuez;9.-Sustracciones de vehículos;Enero-septiembre 2020;21
- Municipio de Aranjuez;10.-Tráfico de drogas;Enero-septiembre 2020;7
- Municipio de Aranjuez;Resto de infracciones penales;Enero-septiembre 2020;1.070
- Municipio de Aranjuez;TOTAL INFRACCIONES PENALES;Enero-septiembre 2020;1.513
- Municipio de Arganda del Rey;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2020;0
- Municipio de Arganda del Rey;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2020;0
- Municipio de Arganda del Rey;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2020;29
- Municipio de Arganda del Rey;4.-Secuestro;Enero-septiembre 2020;0
- Municipio de Arganda del Rey;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;12
- Municipio de Arganda del Rey;5.1.-Agresión sexual con penetración;Enero-septiembre 2020;2
- Municipio de Arganda del Rey;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;10
- Municipio de Arganda del Rey;6.-Robos con violencia e intimidación;Enero-septiembre 2020;37
- Municipio de Arganda del Rey;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2020;89
- Municipio de Arganda del Rey;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2020;41
- Municipio de Arganda del Rey;8.-Hurtos;Enero-septiembre 2020;257
- Municipio de Arganda del Rey;9.-Sustracciones de vehículos;Enero-septiembre 2020;14
- Municipio de Arganda del Rey;10.-Tráfico de drogas;Enero-septiembre 2020;8
- Municipio de Arganda del Rey;Resto de infracciones penales;Enero-septiembre 2020;1.217
- Municipio de Arganda del Rey;TOTAL INFRACCIONES PENALES;Enero-septiembre 2020;1.663
- Municipio de Arroyomolinos;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2020;0
- Municipio de Arroyomolinos;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2020;0
- Municipio de Arroyomolinos;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2020;13
- Municipio de Arroyomolinos;4.-Secuestro;Enero-septiembre 2020;0
- Municipio de Arroyomolinos;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;9
- Municipio de Arroyomolinos;5.1.-Agresión sexual con penetración;Enero-septiembre 2020;1
- Municipio de Arroyomolinos;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;8
- Municipio de Arroyomolinos;6.-Robos con violencia e intimidación;Enero-septiembre 2020;27
- Municipio de Arroyomolinos;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2020;62
- Municipio de Arroyomolinos;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2020;35
- Municipio de Arroyomolinos;8.-Hurtos;Enero-septiembre 2020;659
- Municipio de Arroyomolinos;9.-Sustracciones de vehículos;Enero-septiembre 2020;44
- Municipio de Arroyomolinos;10.-Tráfico de drogas;Enero-septiembre 2020;2
- Municipio de Arroyomolinos;Resto de infracciones penales;Enero-septiembre 2020;763
- Municipio de Arroyomolinos;TOTAL INFRACCIONES PENALES;Enero-septiembre 2020;1.579
- Municipio de Boadilla del Monte;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2020;0
- Municipio de Boadilla del Monte;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2020;0
- Municipio de Boadilla del Monte;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2020;11
- Municipio de Boadilla del Monte;4.-Secuestro;Enero-septiembre 2020;0
- Municipio de Boadilla del Monte;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;5
- Municipio de Boadilla del Monte;5.1.-Agresión sexual con penetración;Enero-septiembre 2020;0
- Municipio de Boadilla del Monte;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2020;5
- Municipio de Boadilla del Monte;6.-Robos con violencia e intimidación;Enero-septiembre 2020;22
- Municipio de Boadilla del Monte;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2020;49
- Municipio de Boadilla del Monte;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2020;41
- Municipio de Boadilla del Monte;8.-Hurtos;Enero-septiembre 2020;178
- Municipio de Boadilla del Monte;9.-Sustracciones de vehículos;Enero-septiembre 2020;7
- Municipio de Boadilla del Monte;10.-Tráfico de drogas;Enero-septiembre 2020;1
- Municipio de Boadilla del Monte;Resto de infracciones penales;Enero-septiembre 2020;611
- Municipio de Boadilla del Monte;TOTAL INFRACCIONES PENALES;Enero-septiembre 2020;884
- Municipio de Colmenar Viejo;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2020;0
- Municipio de Colmenar Viejo;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2020;2
