Geografía;Tipología penal;Periodos:;Total
-Municipio de Alcalá de Henares;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;1
-Municipio de Alcalá de Henares;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;2
-Municipio de Alcalá de Henares;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;41
-Municipio de Alcalá de Henares;4.-Secuestro;Enero-junio 2022;0
-Municipio de Alcalá de Henares;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;19
-Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-junio 2022;2
-Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;17
-Municipio de Alcalá de Henares;6.-Robos con violencia e intimidación;Enero-junio 2022;102
-Municipio de Alcalá de Henares;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2022;188
-Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-junio 2022;88
-Municipio de Alcalá de Henares;8.-Hurtos;Enero-junio 2022;1.409
-Municipio de Alcalá de Henares;9.-Sustracciones de vehículos;Enero-junio 2022;125
-Municipio de Alcalá de Henares;10.-Tráfico de drogas;Enero-junio 2022;18
-Municipio de Alcalá de Henares;Resto de infracciones penales;Enero-junio 2022;3.388
-Municipio de Alcalá de Henares;TOTAL INFRACCIONES PENALES;Enero-junio 2022;5.293
-Municipio de Alcobendas;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;0
-Municipio de Alcobendas;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;0
-Municipio de Alcobendas;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;19
-Municipio de Alcobendas;4.-Secuestro;Enero-junio 2022;0
-Municipio de Alcobendas;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;7
-Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-junio 2022;2
-Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;5
-Municipio de Alcobendas;6.-Robos con violencia e intimidación;Enero-junio 2022;56
-Municipio de Alcobendas;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2022;89
-Municipio de Alcobendas;7.1.-Robos con fuerza en domicilios;Enero-junio 2022;51
-Municipio de Alcobendas;8.-Hurtos;Enero-junio 2022;640
-Municipio de Alcobendas;9.-Sustracciones de vehículos;Enero-junio 2022;155
-Municipio de Alcobendas;10.-Tráfico de drogas;Enero-junio 2022;21
-Municipio de Alcobendas;Resto de infracciones penales;Enero-junio 2022;1.711
-Municipio de Alcobendas;TOTAL INFRACCIONES PENALES;Enero-junio 2022;2.698
-Municipio de Alcorcón;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;1
-Municipio de Alcorcón;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;2
-Municipio de Alcorcón;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;15
-Municipio de Alcorcón;4.-Secuestro;Enero-junio 2022;1
-Municipio de Alcorcón;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;28
-Municipio de Alcorcón;5.1.-Agresión sexual con penetración;Enero-junio 2022;3
-Municipio de Alcorcón;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;25
-Municipio de Alcorcón;6.-Robos con violencia e intimidación;Enero-junio 2022;107
-Municipio de Alcorcón;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2022;116
-Municipio de Alcorcón;7.1.-Robos con fuerza en domicilios;Enero-junio 2022;76
-Municipio de Alcorcón;8.-Hurtos;Enero-junio 2022;1.304
-Municipio de Alcorcón;9.-Sustracciones de vehículos;Enero-junio 2022;55
-Municipio de Alcorcón;10.-Tráfico de drogas;Enero-junio 2022;24
-Municipio de Alcorcón;Resto de infracciones penales;Enero-junio 2022;2.322
-Municipio de Alcorcón;TOTAL INFRACCIONES PENALES;Enero-junio 2022;3.975
-Municipio de Algete;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;0
-Municipio de Algete;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;0
-Municipio de Algete;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;0
-Municipio de Algete;4.-Secuestro;Enero-junio 2022;0
-Municipio de Algete;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;2
-Municipio de Algete;5.1.-Agresión sexual con penetración;Enero-junio 2022;0
-Municipio de Algete;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;2
