Geografía;Tipología penal;Periodos:;Total
28005 Alcalá de Henares;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;7.550
28005 Alcalá de Henares;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;1
28005 Alcalá de Henares;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;13
28005 Alcalá de Henares;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;63
28005 Alcalá de Henares;4. Secuestro;enero-diciembre 2024;0
28005 Alcalá de Henares;5. Delitos contra la libertad sexual;enero-diciembre 2024;68
28005 Alcalá de Henares;5.1.-Agresión sexual con penetración;enero-diciembre 2024;13
28005 Alcalá de Henares;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;55
28005 Alcalá de Henares;6. Robos con violencia e intimidación;enero-diciembre 2024;217
28005 Alcalá de Henares;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;314
28005 Alcalá de Henares;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;199
28005 Alcalá de Henares;8. Hurtos;enero-diciembre 2024;2.209
28005 Alcalá de Henares;9. Sustracciones de vehículos;enero-diciembre 2024;224
28005 Alcalá de Henares;10. Tráfico de drogas;enero-diciembre 2024;86
28005 Alcalá de Henares;11. Resto de criminalidad convencional;enero-diciembre 2024;4.355
28005 Alcalá de Henares;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;2.215
28005 Alcalá de Henares;12.-Estafas informáticas;enero-diciembre 2024;1.919
28005 Alcalá de Henares;13.-Otros ciberdelitos;enero-diciembre 2024;296
28005 Alcalá de Henares;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;9.765
28006 Alcobendas;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;4.182
28006 Alcobendas;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;1
28006 Alcobendas;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;1
28006 Alcobendas;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;34
28006 Alcobendas;4. Secuestro;enero-diciembre 2024;0
28006 Alcobendas;5. Delitos contra la libertad sexual;enero-diciembre 2024;50
28006 Alcobendas;5.1.-Agresión sexual con penetración;enero-diciembre 2024;11
28006 Alcobendas;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;39
28006 Alcobendas;6. Robos con violencia e intimidación;enero-diciembre 2024;78
28006 Alcobendas;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;169
28006 Alcobendas;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;111
28006 Alcobendas;8. Hurtos;enero-diciembre 2024;1.200
28006 Alcobendas;9. Sustracciones de vehículos;enero-diciembre 2024;183
28006 Alcobendas;10. Tráfico de drogas;enero-diciembre 2024;44
28006 Alcobendas;11. Resto de criminalidad convencional;enero-diciembre 2024;2.422
28006 Alcobendas;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;1.308
28006 Alcobendas;12.-Estafas informáticas;enero-diciembre 2024;1.189
28006 Alcobendas;13.-Otros ciberdelitos;enero-diciembre 2024;119
28006 Alcobendas;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;5.490
