Geografía;Tipología penal;Periodos:;Total
- Municipio de Alcalá de Henares;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2017;0
- Municipio de Alcalá de Henares;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2017;1
- Municipio de Alcalá de Henares;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2017;16
- Municipio de Alcalá de Henares;4.-Secuestro;Enero-junio 2017;0
- Municipio de Alcalá de Henares;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2017;27
- Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-junio 2017;0
- Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2017;27
- Municipio de Alcalá de Henares;6.-Robos con violencia e intimidación;Enero-junio 2017;143
- Municipio de Alcalá de Henares;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2017;202
- Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-junio 2017;107
- Municipio de Alcalá de Henares;8.-Hurtos;Enero-junio 2017;1.415
- Municipio de Alcalá de Henares;9.-Sustracciones de vehículos;Enero-junio 2017;138
- Municipio de Alcalá de Henares;10.-Tráfico de drogas;Enero-junio 2017;21
- Municipio de Alcalá de Henares;TOTAL INFRACCIONES PENALES;Enero-junio 2017;4.703
- Municipio de Alcobendas;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2017;3
- Municipio de Alcobendas;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2017;0
- Municipio de Alcobendas;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2017;14
- Municipio de Alcobendas;4.-Secuestro;Enero-junio 2017;0
- Municipio de Alcobendas;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2017;15
- Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-junio 2017;3
- Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2017;12
- Municipio de Alcobendas;6.-Robos con violencia e intimidación;Enero-junio 2017;86
- Municipio de Alcobendas;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2017;158
