Geografía;Tipología penal;Periodos:;Total
- Municipio de Alcalá de Henares;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2017;0
- Municipio de Alcalá de Henares;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2017;0
- Municipio de Alcalá de Henares;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2017;7
- Municipio de Alcalá de Henares;4.-Secuestro;Enero-marzo 2017;0
- Municipio de Alcalá de Henares;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2017;14
- Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-marzo 2017;0
- Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2017;14
- Municipio de Alcalá de Henares;6.-Robos con violencia e intimidación;Enero-marzo 2017;81
- Municipio de Alcalá de Henares;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2017;109
- Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-marzo 2017;55
- Municipio de Alcalá de Henares;8.-Hurtos;Enero-marzo 2017;732
- Municipio de Alcalá de Henares;9.-Sustracciones de vehículos;Enero-marzo 2017;67
- Municipio de Alcalá de Henares;10.-Tráfico de drogas;Enero-marzo 2017;10
- Municipio de Alcalá de Henares;TOTAL INFRACCIONES PENALES;Enero-marzo 2017;2.391
- Municipio de Alcobendas;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2017;1
- Municipio de Alcobendas;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2017;0
- Municipio de Alcobendas;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2017;5
- Municipio de Alcobendas;4.-Secuestro;Enero-marzo 2017;0
- Municipio de Alcobendas;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2017;8
- Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-marzo 2017;2
- Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2017;6
- Municipio de Alcobendas;6.-Robos con violencia e intimidación;Enero-marzo 2017;45
- Municipio de Alcobendas;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2017;88
- Municipio de Alcobendas;7.1.-Robos con fuerza en domicilios;Enero-marzo 2017;38
- Municipio de Alcobendas;8.-Hurtos;Enero-marzo 2017;378
- Municipio de Alcobendas;9.-Sustracciones de vehículos;Enero-marzo 2017;55
- Municipio de Alcobendas;10.-Tráfico de drogas;Enero-marzo 2017;7
- Municipio de Alcobendas;TOTAL INFRACCIONES PENALES;Enero-marzo 2017;1.304
- Municipio de Alcorcón;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2017;0
- Municipio de Alcorcón;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2017;0
- Municipio de Alcorcón;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2017;6
- Municipio de Alcorcón;4.-Secuestro;Enero-marzo 2017;0
- Municipio de Alcorcón;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2017;5
- Municipio de Alcorcón;5.1.-Agresión sexual con penetración;Enero-marzo 2017;2
- Municipio de Alcorcón;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2017;3
- Municipio de Alcorcón;6.-Robos con violencia e intimidación;Enero-marzo 2017;97
- Municipio de Alcorcón;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2017;84
- Municipio de Alcorcón;7.1.-Robos con fuerza en domicilios;Enero-marzo 2017;42
- Municipio de Alcorcón;8.-Hurtos;Enero-marzo 2017;706
- Municipio de Alcorcón;9.-Sustracciones de vehículos;Enero-marzo 2017;57
