Geografía;Tipología penal;Periodos:;Total
-Municipio de Alcalá de Henares;I. CRIMINALIDAD CONVENCIONAL;Enero-diciembre 2022;8.107
-Municipio de Alcalá de Henares;1. Homicidios dolosos y asesinatos consumados;Enero-diciembre 2022;1
-Municipio de Alcalá de Henares;2. Homicidios dolosos y asesinatos en grado tentativa;Enero-diciembre 2022;6
-Municipio de Alcalá de Henares;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-diciembre 2022;86
-Municipio de Alcalá de Henares;4. Secuestro;Enero-diciembre 2022;0
-Municipio de Alcalá de Henares;5. Delitos contra la libertad sexual;Enero-diciembre 2022;55
-Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-diciembre 2022;11
-Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad sexual;Enero-diciembre 2022;44
-Municipio de Alcalá de Henares;6. Robos con violencia e intimidación;Enero-diciembre 2022;212
-Municipio de Alcalá de Henares;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-diciembre 2022;359
-Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-diciembre 2022;164
-Municipio de Alcalá de Henares;8. Hurtos;Enero-diciembre 2022;2.705
-Municipio de Alcalá de Henares;9. Sustracciones de vehículos;Enero-diciembre 2022;234
-Municipio de Alcalá de Henares;10. Tráfico de drogas;Enero-diciembre 2022;42
-Municipio de Alcalá de Henares;11. Resto de criminalidad convencional;Enero-diciembre 2022;4.407
-Municipio de Alcalá de Henares;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Enero-diciembre 2022;2.222
-Municipio de Alcalá de Henares;12.-Estafas informáticas;Enero-diciembre 2022;1.925
-Municipio de Alcalá de Henares;13.-Otros ciberdelitos;Enero-diciembre 2022;297
-Municipio de Alcalá de Henares;III. TOTAL INFRACCIONES PENALES;Enero-diciembre 2022;10.329
-Municipio de Alcobendas;I. CRIMINALIDAD CONVENCIONAL;Enero-diciembre 2022;4.160
-Municipio de Alcobendas;1. Homicidios dolosos y asesinatos consumados;Enero-diciembre 2022;0
-Municipio de Alcobendas;2. Homicidios dolosos y asesinatos en grado tentativa;Enero-diciembre 2022;1
-Municipio de Alcobendas;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-diciembre 2022;37
-Municipio de Alcobendas;4. Secuestro;Enero-diciembre 2022;0
-Municipio de Alcobendas;5. Delitos contra la libertad sexual;Enero-diciembre 2022;25
-Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-diciembre 2022;8
-Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad sexual;Enero-diciembre 2022;17
-Municipio de Alcobendas;6. Robos con violencia e intimidación;Enero-diciembre 2022;96
-Municipio de Alcobendas;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-diciembre 2022;182
-Municipio de Alcobendas;7.1.-Robos con fuerza en domicilios;Enero-diciembre 2022;106
-Municipio de Alcobendas;8. Hurtos;Enero-diciembre 2022;1.241
-Municipio de Alcobendas;9. Sustracciones de vehículos;Enero-diciembre 2022;241
-Municipio de Alcobendas;10. Tráfico de drogas;Enero-diciembre 2022;31
-Municipio de Alcobendas;11. Resto de criminalidad convencional;Enero-diciembre 2022;2.306
-Municipio de Alcobendas;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Enero-diciembre 2022;1.098
-Municipio de Alcobendas;12.-Estafas informáticas;Enero-diciembre 2022;1.026
-Municipio de Alcobendas;13.-Otros ciberdelitos;Enero-diciembre 2022;72
-Municipio de Alcobendas;III. TOTAL INFRACCIONES PENALES;Enero-diciembre 2022;5.258
-Municipio de Alcorcón;I. CRIMINALIDAD CONVENCIONAL;Enero-diciembre 2022;6.186
-Municipio de Alcorcón;1. Homicidios dolosos y asesinatos consumados;Enero-diciembre 2022;2
-Municipio de Alcorcón;2. Homicidios dolosos y asesinatos en grado tentativa;Enero-diciembre 2022;2
-Municipio de Alcorcón;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-diciembre 2022;31
-Municipio de Alcorcón;4. Secuestro;Enero-diciembre 2022;1
-Municipio de Alcorcón;5. Delitos contra la libertad sexual;Enero-diciembre 2022;44
-Municipio de Alcorcón;5.1.-Agresión sexual con penetración;Enero-diciembre 2022;4
-Municipio de Alcorcón;5.2.-Resto de delitos contra la libertad sexual;Enero-diciembre 2022;40
-Municipio de Alcorcón;6. Robos con violencia e intimidación;Enero-diciembre 2022;195
-Municipio de Alcorcón;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-diciembre 2022;250
-Municipio de Alcorcón;7.1.-Robos con fuerza en domicilios;Enero-diciembre 2022;170
-Municipio de Alcorcón;8. Hurtos;Enero-diciembre 2022;2.565
-Municipio de Alcorcón;9. Sustracciones de vehículos;Enero-diciembre 2022;98
-Municipio de Alcorcón;10. Tráfico de drogas;Enero-diciembre 2022;30
-Municipio de Alcorcón;11. Resto de criminalidad convencional;Enero-diciembre 2022;2.968
-Municipio de Alcorcón;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Enero-diciembre 2022;1.564
-Municipio de Alcorcón;12.-Estafas informáticas;Enero-diciembre 2022;1.352
-Municipio de Alcorcón;13.-Otros ciberdelitos;Enero-diciembre 2022;212
-Municipio de Alcorcón;III. TOTAL INFRACCIONES PENALES;Enero-diciembre 2022;7.750
-Municipio de Algete;I. CRIMINALIDAD CONVENCIONAL;Enero-diciembre 2022;675
-Municipio de Algete;1. Homicidios dolosos y asesinatos consumados;Enero-diciembre 2022;0
-Municipio de Algete;2. Homicidios dolosos y asesinatos en grado tentativa;Enero-diciembre 2022;0
-Municipio de Algete;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-diciembre 2022;1
-Municipio de Algete;4. Secuestro;Enero-diciembre 2022;0
-Municipio de Algete;5. Delitos contra la libertad sexual;Enero-diciembre 2022;5
-Municipio de Algete;5.1.-Agresión sexual con penetración;Enero-diciembre 2022;0
-Municipio de Algete;5.2.-Resto de delitos contra la libertad sexual;Enero-diciembre 2022;5
-Municipio de Algete;6. Robos con violencia e intimidación;Enero-diciembre 2022;9
-Municipio de Algete;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-diciembre 2022;61
-Municipio de Algete;7.1.-Robos con fuerza en domicilios;Enero-diciembre 2022;42
-Municipio de Algete;8. Hurtos;Enero-diciembre 2022;163
-Municipio de Algete;9. Sustracciones de vehículos;Enero-diciembre 2022;10
-Municipio de Algete;10. Tráfico de drogas;Enero-diciembre 2022;3
-Municipio de Algete;11. Resto de criminalidad convencional;Enero-diciembre 2022;423
-Municipio de Algete;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Enero-diciembre 2022;206
-Municipio de Algete;12.-Estafas informáticas;Enero-diciembre 2022;191
