Geografía;Tipología penal;Periodos:;Total
- Municipio de Alcalá de Henares;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2020;0
- Municipio de Alcalá de Henares;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2020;1
- Municipio de Alcalá de Henares;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2020;17
- Municipio de Alcalá de Henares;4.-Secuestro;Enero-junio 2020;1
- Municipio de Alcalá de Henares;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2020;18
- Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-junio 2020;0
- Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2020;18
- Municipio de Alcalá de Henares;6.-Robos con violencia e intimidación;Enero-junio 2020;74
- Municipio de Alcalá de Henares;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2020;97
- Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-junio 2020;41
- Municipio de Alcalá de Henares;8.-Hurtos;Enero-junio 2020;762
- Municipio de Alcalá de Henares;9.-Sustracciones de vehículos;Enero-junio 2020;68
- Municipio de Alcalá de Henares;10.-Tráfico de drogas;Enero-junio 2020;20
- Municipio de Alcalá de Henares;Resto de infracciones penales;Enero-junio 2020;2.412
- Municipio de Alcalá de Henares;TOTAL INFRACCIONES PENALES;Enero-junio 2020;3.470
- Municipio de Alcobendas;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2020;0
- Municipio de Alcobendas;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2020;1
- Municipio de Alcobendas;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2020;15
- Municipio de Alcobendas;4.-Secuestro;Enero-junio 2020;0
- Municipio de Alcobendas;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2020;18
- Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-junio 2020;2
- Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2020;16
- Municipio de Alcobendas;6.-Robos con violencia e intimidación;Enero-junio 2020;37
- Municipio de Alcobendas;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2020;85
- Municipio de Alcobendas;7.1.-Robos con fuerza en domicilios;Enero-junio 2020;37
- Municipio de Alcobendas;8.-Hurtos;Enero-junio 2020;378
- Municipio de Alcobendas;9.-Sustracciones de vehículos;Enero-junio 2020;128
- Municipio de Alcobendas;10.-Tráfico de drogas;Enero-junio 2020;11
- Municipio de Alcobendas;Resto de infracciones penales;Enero-junio 2020;1.257
- Municipio de Alcobendas;TOTAL INFRACCIONES PENALES;Enero-junio 2020;1.930
- Municipio de Alcorcón;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2020;0
- Municipio de Alcorcón;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2020;0
- Municipio de Alcorcón;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2020;17
- Municipio de Alcorcón;4.-Secuestro;Enero-junio 2020;0
