Geografía;Tipología penal;Periodos:;Total
-Municipio de Alcalá de Henares;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2021;1
-Municipio de Alcalá de Henares;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2021;1
-Municipio de Alcalá de Henares;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2021;15
-Municipio de Alcalá de Henares;4.-Secuestro;Enero-marzo 2021;1
-Municipio de Alcalá de Henares;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;7
-Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-marzo 2021;0
-Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;7
-Municipio de Alcalá de Henares;6.-Robos con violencia e intimidación;Enero-marzo 2021;51
-Municipio de Alcalá de Henares;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2021;117
-Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-marzo 2021;41
-Municipio de Alcalá de Henares;8.-Hurtos;Enero-marzo 2021;536
-Municipio de Alcalá de Henares;9.-Sustracciones de vehículos;Enero-marzo 2021;51
-Municipio de Alcalá de Henares;10.-Tráfico de drogas;Enero-marzo 2021;7
-Municipio de Alcalá de Henares;Resto de infracciones penales;Enero-marzo 2021;1.467
-Municipio de Alcalá de Henares;TOTAL INFRACCIONES PENALES;Enero-marzo 2021;2.254
-Municipio de Alcobendas;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2021;0
-Municipio de Alcobendas;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2021;0
-Municipio de Alcobendas;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2021;8
-Municipio de Alcobendas;4.-Secuestro;Enero-marzo 2021;0
-Municipio de Alcobendas;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;9
-Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-marzo 2021;1
-Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;8
-Municipio de Alcobendas;6.-Robos con violencia e intimidación;Enero-marzo 2021;27
-Municipio de Alcobendas;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2021;41
-Municipio de Alcobendas;7.1.-Robos con fuerza en domicilios;Enero-marzo 2021;26
-Municipio de Alcobendas;8.-Hurtos;Enero-marzo 2021;277
-Municipio de Alcobendas;9.-Sustracciones de vehículos;Enero-marzo 2021;33
-Municipio de Alcobendas;10.-Tráfico de drogas;Enero-marzo 2021;9
-Municipio de Alcobendas;Resto de infracciones penales;Enero-marzo 2021;706
-Municipio de Alcobendas;TOTAL INFRACCIONES PENALES;Enero-marzo 2021;1.110
-Municipio de Alcorcón;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2021;0
-Municipio de Alcorcón;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2021;0
-Municipio de Alcorcón;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2021;10
-Municipio de Alcorcón;4.-Secuestro;Enero-marzo 2021;0
-Municipio de Alcorcón;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;6
-Municipio de Alcorcón;5.1.-Agresión sexual con penetración;Enero-marzo 2021;2
-Municipio de Alcorcón;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;4
-Municipio de Alcorcón;6.-Robos con violencia e intimidación;Enero-marzo 2021;75
-Municipio de Alcorcón;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2021;58
-Municipio de Alcorcón;7.1.-Robos con fuerza en domicilios;Enero-marzo 2021;25
-Municipio de Alcorcón;8.-Hurtos;Enero-marzo 2021;512
-Municipio de Alcorcón;9.-Sustracciones de vehículos;Enero-marzo 2021;28
-Municipio de Alcorcón;10.-Tráfico de drogas;Enero-marzo 2021;7
-Municipio de Alcorcón;Resto de infracciones penales;Enero-marzo 2021;887
-Municipio de Alcorcón;TOTAL INFRACCIONES PENALES;Enero-marzo 2021;1.583
-Municipio de Algete;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2021;0
-Municipio de Algete;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2021;0
-Municipio de Algete;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2021;1
-Municipio de Algete;4.-Secuestro;Enero-marzo 2021;0
-Municipio de Algete;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;0
-Municipio de Algete;5.1.-Agresión sexual con penetración;Enero-marzo 2021;0
-Municipio de Algete;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;0
-Municipio de Algete;6.-Robos con violencia e intimidación;Enero-marzo 2021;1
-Municipio de Algete;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2021;6
-Municipio de Algete;7.1.-Robos con fuerza en domicilios;Enero-marzo 2021;4
-Municipio de Algete;8.-Hurtos;Enero-marzo 2021;25
-Municipio de Algete;9.-Sustracciones de vehículos;Enero-marzo 2021;4
-Municipio de Algete;10.-Tráfico de drogas;Enero-marzo 2021;0
-Municipio de Algete;Resto de infracciones penales;Enero-marzo 2021;117
-Municipio de Algete;TOTAL INFRACCIONES PENALES;Enero-marzo 2021;154
-Municipio de Aranjuez;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2021;0
-Municipio de Aranjuez;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2021;0
-Municipio de Aranjuez;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2021;10
-Municipio de Aranjuez;4.-Secuestro;Enero-marzo 2021;0
-Municipio de Aranjuez;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;2
-Municipio de Aranjuez;5.1.-Agresión sexual con penetración;Enero-marzo 2021;0
-Municipio de Aranjuez;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;2
-Municipio de Aranjuez;6.-Robos con violencia e intimidación;Enero-marzo 2021;9
-Municipio de Aranjuez;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2021;22
-Municipio de Aranjuez;7.1.-Robos con fuerza en domicilios;Enero-marzo 2021;18
-Municipio de Aranjuez;8.-Hurtos;Enero-marzo 2021;128
-Municipio de Aranjuez;9.-Sustracciones de vehículos;Enero-marzo 2021;9
-Municipio de Aranjuez;10.-Tráfico de drogas;Enero-marzo 2021;0
-Municipio de Aranjuez;Resto de infracciones penales;Enero-marzo 2021;317
-Municipio de Aranjuez;TOTAL INFRACCIONES PENALES;Enero-marzo 2021;497
-Municipio de Arganda del Rey;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2021;0
-Municipio de Arganda del Rey;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2021;0
-Municipio de Arganda del Rey;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2021;11
-Municipio de Arganda del Rey;4.-Secuestro;Enero-marzo 2021;0
-Municipio de Arganda del Rey;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;6
-Municipio de Arganda del Rey;5.1.-Agresión sexual con penetración;Enero-marzo 2021;0
-Municipio de Arganda del Rey;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2021;6
-Municipio de Arganda del Rey;6.-Robos con violencia e intimidación;Enero-marzo 2021;21
-Municipio de Arganda del Rey;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2021;21
-Municipio de Arganda del Rey;7.1.-Robos con fuerza en domicilios;Enero-marzo 2021;7
-Municipio de Arganda del Rey;8.-Hurtos;Enero-marzo 2021;76
-Municipio de Arganda del Rey;9.-Sustracciones de vehículos;Enero-marzo 2021;4
-Municipio de Arganda del Rey;10.-Tráfico de drogas;Enero-marzo 2021;0
-Municipio de Arganda del Rey;Resto de infracciones penales;Enero-marzo 2021;357
-Municipio de Arganda del Rey;TOTAL INFRACCIONES PENALES;Enero-marzo 2021;496
-Municipio de Arroyomolinos;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2021;0
-Municipio de Arroyomolinos;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2021;1
