Geografía;Tipología penal;Periodos:;Total
-Municipio de Alcalá de Henares;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;1
-Municipio de Alcalá de Henares;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;2
-Municipio de Alcalá de Henares;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;50
-Municipio de Alcalá de Henares;4.-Secuestro;Enero-septiembre 2021;1
-Municipio de Alcalá de Henares;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;41
-Municipio de Alcalá de Henares;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;2
-Municipio de Alcalá de Henares;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;39
-Municipio de Alcalá de Henares;6.-Robos con violencia e intimidación;Enero-septiembre 2021;158
-Municipio de Alcalá de Henares;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;290
-Municipio de Alcalá de Henares;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;126
-Municipio de Alcalá de Henares;8.-Hurtos;Enero-septiembre 2021;1.735
-Municipio de Alcalá de Henares;9.-Sustracciones de vehículos;Enero-septiembre 2021;139
-Municipio de Alcalá de Henares;10.-Tráfico de drogas;Enero-septiembre 2021;23
-Municipio de Alcalá de Henares;Resto de infracciones penales;Enero-septiembre 2021;4.484
-Municipio de Alcalá de Henares;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;6.924
-Municipio de Alcobendas;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;0
-Municipio de Alcobendas;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;1
-Municipio de Alcobendas;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;28
-Municipio de Alcobendas;4.-Secuestro;Enero-septiembre 2021;0
-Municipio de Alcobendas;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;20
-Municipio de Alcobendas;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;4
-Municipio de Alcobendas;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;16
-Municipio de Alcobendas;6.-Robos con violencia e intimidación;Enero-septiembre 2021;55
-Municipio de Alcobendas;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;128
-Municipio de Alcobendas;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;86
-Municipio de Alcobendas;8.-Hurtos;Enero-septiembre 2021;802
-Municipio de Alcobendas;9.-Sustracciones de vehículos;Enero-septiembre 2021;155
-Municipio de Alcobendas;10.-Tráfico de drogas;Enero-septiembre 2021;26
-Municipio de Alcobendas;Resto de infracciones penales;Enero-septiembre 2021;2.070
-Municipio de Alcobendas;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;3.285
-Municipio de Alcorcón;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;0
-Municipio de Alcorcón;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;2
-Municipio de Alcorcón;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;25
-Municipio de Alcorcón;4.-Secuestro;Enero-septiembre 2021;1
-Municipio de Alcorcón;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;29
-Municipio de Alcorcón;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;6
-Municipio de Alcorcón;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;23
-Municipio de Alcorcón;6.-Robos con violencia e intimidación;Enero-septiembre 2021;188
-Municipio de Alcorcón;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;185
-Municipio de Alcorcón;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;115
-Municipio de Alcorcón;8.-Hurtos;Enero-septiembre 2021;1.518
-Municipio de Alcorcón;9.-Sustracciones de vehículos;Enero-septiembre 2021;112
-Municipio de Alcorcón;10.-Tráfico de drogas;Enero-septiembre 2021;19
-Municipio de Alcorcón;Resto de infracciones penales;Enero-septiembre 2021;3.036
-Municipio de Alcorcón;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;5.115
-Municipio de Algete;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;0
-Municipio de Algete;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;0
-Municipio de Algete;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;4
-Municipio de Algete;4.-Secuestro;Enero-septiembre 2021;0
-Municipio de Algete;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;1
-Municipio de Algete;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;0
-Municipio de Algete;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;1
-Municipio de Algete;6.-Robos con violencia e intimidación;Enero-septiembre 2021;4
-Municipio de Algete;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;25
-Municipio de Algete;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;16
-Municipio de Algete;8.-Hurtos;Enero-septiembre 2021;89
-Municipio de Algete;9.-Sustracciones de vehículos;Enero-septiembre 2021;14
-Municipio de Algete;10.-Tráfico de drogas;Enero-septiembre 2021;4
-Municipio de Algete;Resto de infracciones penales;Enero-septiembre 2021;368
-Municipio de Algete;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;509
-Municipio de Aranjuez;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;0
-Municipio de Aranjuez;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;0
-Municipio de Aranjuez;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;17
-Municipio de Aranjuez;4.-Secuestro;Enero-septiembre 2021;0
-Municipio de Aranjuez;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;6
-Municipio de Aranjuez;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;0
-Municipio de Aranjuez;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;6
-Municipio de Aranjuez;6.-Robos con violencia e intimidación;Enero-septiembre 2021;28
-Municipio de Aranjuez;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;60
-Municipio de Aranjuez;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;41
-Municipio de Aranjuez;8.-Hurtos;Enero-septiembre 2021;393
-Municipio de Aranjuez;9.-Sustracciones de vehículos;Enero-septiembre 2021;28
-Municipio de Aranjuez;10.-Tráfico de drogas;Enero-septiembre 2021;4
-Municipio de Aranjuez;Resto de infracciones penales;Enero-septiembre 2021;1.065
-Municipio de Aranjuez;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;1.601
-Municipio de Arganda del Rey;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;0
-Municipio de Arganda del Rey;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;0
-Municipio de Arganda del Rey;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;34
-Municipio de Arganda del Rey;4.-Secuestro;Enero-septiembre 2021;0
-Municipio de Arganda del Rey;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;17
-Municipio de Arganda del Rey;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;0
-Municipio de Arganda del Rey;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;17
-Municipio de Arganda del Rey;6.-Robos con violencia e intimidación;Enero-septiembre 2021;45
-Municipio de Arganda del Rey;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;75
-Municipio de Arganda del Rey;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;38
-Municipio de Arganda del Rey;8.-Hurtos;Enero-septiembre 2021;302
-Municipio de Arganda del Rey;9.-Sustracciones de vehículos;Enero-septiembre 2021;16
-Municipio de Arganda del Rey;10.-Tráfico de drogas;Enero-septiembre 2021;10
-Municipio de Arganda del Rey;Resto de infracciones penales;Enero-septiembre 2021;1.233
-Municipio de Arganda del Rey;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;1.732
-Municipio de Arroyomolinos;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;0
-Municipio de Arroyomolinos;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;1
-Municipio de Arroyomolinos;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;4
-Municipio de Arroyomolinos;4.-Secuestro;Enero-septiembre 2021;0
-Municipio de Arroyomolinos;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;5
-Municipio de Arroyomolinos;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;1
-Municipio de Arroyomolinos;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;4
-Municipio de Arroyomolinos;6.-Robos con violencia e intimidación;Enero-septiembre 2021;22
-Municipio de Arroyomolinos;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;46
-Municipio de Arroyomolinos;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;37
-Municipio de Arroyomolinos;8.-Hurtos;Enero-septiembre 2021;965
-Municipio de Arroyomolinos;9.-Sustracciones de vehículos;Enero-septiembre 2021;30
-Municipio de Arroyomolinos;10.-Tráfico de drogas;Enero-septiembre 2021;9
-Municipio de Arroyomolinos;Resto de infracciones penales;Enero-septiembre 2021;837
-Municipio de Arroyomolinos;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;1.919
-Municipio de Boadilla del Monte;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;0
-Municipio de Boadilla del Monte;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;1
-Municipio de Boadilla del Monte;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;13
-Municipio de Boadilla del Monte;4.-Secuestro;Enero-septiembre 2021;0
-Municipio de Boadilla del Monte;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;14
-Municipio de Boadilla del Monte;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;2
-Municipio de Boadilla del Monte;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;12
-Municipio de Boadilla del Monte;6.-Robos con violencia e intimidación;Enero-septiembre 2021;17
-Municipio de Boadilla del Monte;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;79
-Municipio de Boadilla del Monte;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;62
-Municipio de Boadilla del Monte;8.-Hurtos;Enero-septiembre 2021;274
-Municipio de Boadilla del Monte;9.-Sustracciones de vehículos;Enero-septiembre 2021;5
-Municipio de Boadilla del Monte;10.-Tráfico de drogas;Enero-septiembre 2021;7
-Municipio de Boadilla del Monte;Resto de infracciones penales;Enero-septiembre 2021;877
-Municipio de Boadilla del Monte;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;1.287
-Municipio de Ciempozuelos;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;1
-Municipio de Ciempozuelos;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;0
-Municipio de Ciempozuelos;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;16
-Municipio de Ciempozuelos;4.-Secuestro;Enero-septiembre 2021;0
-Municipio de Ciempozuelos;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;11
-Municipio de Ciempozuelos;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;0
-Municipio de Ciempozuelos;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;11
-Municipio de Ciempozuelos;6.-Robos con violencia e intimidación;Enero-septiembre 2021;26
-Municipio de Ciempozuelos;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;84
-Municipio de Ciempozuelos;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;72
-Municipio de Ciempozuelos;8.-Hurtos;Enero-septiembre 2021;139
-Municipio de Ciempozuelos;9.-Sustracciones de vehículos;Enero-septiembre 2021;19
-Municipio de Ciempozuelos;10.-Tráfico de drogas;Enero-septiembre 2021;8
-Municipio de Ciempozuelos;Resto de infracciones penales;Enero-septiembre 2021;713
-Municipio de Ciempozuelos;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;1.017
-Municipio de Colmenar Viejo;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;0
-Municipio de Colmenar Viejo;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;1
-Municipio de Colmenar Viejo;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;26
-Municipio de Colmenar Viejo;4.-Secuestro;Enero-septiembre 2021;0
-Municipio de Colmenar Viejo;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;11
-Municipio de Colmenar Viejo;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;1
-Municipio de Colmenar Viejo;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;10
-Municipio de Colmenar Viejo;6.-Robos con violencia e intimidación;Enero-septiembre 2021;30
-Municipio de Colmenar Viejo;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;78
-Municipio de Colmenar Viejo;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;65
-Municipio de Colmenar Viejo;8.-Hurtos;Enero-septiembre 2021;218
-Municipio de Colmenar Viejo;9.-Sustracciones de vehículos;Enero-septiembre 2021;12
-Municipio de Colmenar Viejo;10.-Tráfico de drogas;Enero-septiembre 2021;12
-Municipio de Colmenar Viejo;Resto de infracciones penales;Enero-septiembre 2021;764
-Municipio de Colmenar Viejo;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;1.152
-Municipio de Collado Villalba;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;1
-Municipio de Collado Villalba;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;0
-Municipio de Collado Villalba;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;29
-Municipio de Collado Villalba;4.-Secuestro;Enero-septiembre 2021;0
-Municipio de Collado Villalba;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;16
-Municipio de Collado Villalba;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;1
-Municipio de Collado Villalba;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;15
-Municipio de Collado Villalba;6.-Robos con violencia e intimidación;Enero-septiembre 2021;56
-Municipio de Collado Villalba;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;75
-Municipio de Collado Villalba;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;51
-Municipio de Collado Villalba;8.-Hurtos;Enero-septiembre 2021;430
-Municipio de Collado Villalba;9.-Sustracciones de vehículos;Enero-septiembre 2021;13
-Municipio de Collado Villalba;10.-Tráfico de drogas;Enero-septiembre 2021;5
-Municipio de Collado Villalba;Resto de infracciones penales;Enero-septiembre 2021;1.167
-Municipio de Collado Villalba;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;1.792
-Municipio de Coslada;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;0
-Municipio de Coslada;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;2
-Municipio de Coslada;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;15
-Municipio de Coslada;4.-Secuestro;Enero-septiembre 2021;0
-Municipio de Coslada;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;11
-Municipio de Coslada;5.1.-Agresión sexual con penetración;Enero-septiembre 2021;0
-Municipio de Coslada;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2021;11
-Municipio de Coslada;6.-Robos con violencia e intimidación;Enero-septiembre 2021;46
-Municipio de Coslada;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2021;115
-Municipio de Coslada;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2021;58
-Municipio de Coslada;8.-Hurtos;Enero-septiembre 2021;630
-Municipio de Coslada;9.-Sustracciones de vehículos;Enero-septiembre 2021;44
-Municipio de Coslada;10.-Tráfico de drogas;Enero-septiembre 2021;18
-Municipio de Coslada;Resto de infracciones penales;Enero-septiembre 2021;1.568
-Municipio de Coslada;TOTAL INFRACCIONES PENALES;Enero-septiembre 2021;2.449
-Municipio de Fuenlabrada;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2021;1
-Municipio de Fuenlabrada;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2021;0
-Municipio de Fuenlabrada;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2021;25
-Municipio de Fuenlabrada;4.-Secuestro;Enero-septiembre 2021;0
