Municipios;Sexo;Periodo;Total
46070 Bétera;Total;2018;23.647
46070 Bétera;Total;2017;23.178
46070 Bétera;Total;2016;22.696
46071 Bicorp;Total;2025;546
46071 Bicorp;Total;2024;560
46071 Bicorp;Total;2023;549
46071 Bicorp;Total;2022;524
46071 Bicorp;Total;2021;527
46071 Bicorp;Total;2020;529
46071 Bicorp;Total;2019;533
46071 Bicorp;Total;2018;524
46071 Bicorp;Total;2017;526
46071 Bicorp;Total;2016;527
46072 Bocairent;Total;2025;4.130
46072 Bocairent;Total;2024;4.148
46072 Bocairent;Total;2023;4.115
46072 Bocairent;Total;2022;4.123
46072 Bocairent;Total;2021;4.101
46072 Bocairent;Total;2020;4.142
46072 Bocairent;Total;2019;4.195
46072 Bocairent;Total;2018;4.214
46072 Bocairent;Total;2017;4.271
46072 Bocairent;Total;2016;4.288
46073 Bolbaite;Total;2025;1.320
46073 Bolbaite;Total;2024;1.333
46073 Bolbaite;Total;2023;1.334
46073 Bolbaite;Total;2022;1.338
46073 Bolbaite;Total;2021;1.336
46073 Bolbaite;Total;2020;1.324
46073 Bolbaite;Total;2019;1.356
46073 Bolbaite;Total;2018;1.347
46073 Bolbaite;Total;2017;1.362
46073 Bolbaite;Total;2016;1.369
46074 Bonrepòs i Mirambell;Total;2025;4.115
46074 Bonrepòs i Mirambell;Total;2024;4.048
46074 Bonrepòs i Mirambell;Total;2023;3.907
46074 Bonrepòs i Mirambell;Total;2022;3.831
46074 Bonrepòs i Mirambell;Total;2021;3.780
46074 Bonrepòs i Mirambell;Total;2020;3.738
46074 Bonrepòs i Mirambell;Total;2019;3.691
46074 Bonrepòs i Mirambell;Total;2018;3.645
46074 Bonrepòs i Mirambell;Total;2017;3.629
46074 Bonrepòs i Mirambell;Total;2016;3.614
46075 Bufali;Total;2025;162
46075 Bufali;Total;2024;154
46075 Bufali;Total;2023;156
46075 Bufali;Total;2022;156
46075 Bufali;Total;2021;163
46075 Bufali;Total;2020;156
46075 Bufali;Total;2019;161
46075 Bufali;Total;2018;159
46075 Bufali;Total;2017;163
46075 Bufali;Total;2016;168
46076 Bugarra;Total;2025;774
46076 Bugarra;Total;2024;781
46076 Bugarra;Total;2023;783
46076 Bugarra;Total;2022;747
46076 Bugarra;Total;2021;728
46076 Bugarra;Total;2020;739
46076 Bugarra;Total;2019;727
46076 Bugarra;Total;2018;715
46076 Bugarra;Total;2017;711
46076 Bugarra;Total;2016;728
46077 Buñol;Total;2025;9.858
46077 Buñol;Total;2024;9.765
46077 Buñol;Total;2023;9.579
46077 Buñol;Total;2022;9.503
46077 Buñol;Total;2021;9.438
46077 Buñol;Total;2020;9.498
46077 Buñol;Total;2019;9.408
46077 Buñol;Total;2018;9.517
46077 Buñol;Total;2017;9.596
46077 Buñol;Total;2016;9.618
46078 Burjassot;Total;2025;41.299
46078 Burjassot;Total;2024;40.634
46078 Burjassot;Total;2023;39.702
46078 Burjassot;Total;2022;38.880
46078 Burjassot;Total;2021;38.712
46078 Burjassot;Total;2020;38.632
46078 Burjassot;Total;2019;38.024
46078 Burjassot;Total;2018;37.584
46078 Burjassot;Total;2017;37.575
46078 Burjassot;Total;2016;37.324
46079 Calles;Total;2025;465
46079 Calles;Total;2024;447
46079 Calles;Total;2023;431
46079 Calles;Total;2022;374
46079 Calles;Total;2021;368
46079 Calles;Total;2020;355
46079 Calles;Total;2019;355
46079 Calles;Total;2018;342
46079 Calles;Total;2017;345
46079 Calles;Total;2016;364
46080 Camporrobles;Total;2025;1.183
46080 Camporrobles;Total;2024;1.188
46080 Camporrobles;Total;2023;1.189
46080 Camporrobles;Total;2022;1.196
46080 Camporrobles;Total;2021;1.204
46080 Camporrobles;Total;2020;1.198
46080 Camporrobles;Total;2019;1.191
46080 Camporrobles;Total;2018;1.195
46080 Camporrobles;Total;2017;1.217
46080 Camporrobles;Total;2016;1.255
46081 Canals;Total;2025;13.746
46081 Canals;Total;2024;13.415
46081 Canals;Total;2023;13.162
46081 Canals;Total;2022;13.187
46081 Canals;Total;2021;13.257
46081 Canals;Total;2020;13.516
46081 Canals;Total;2019;13.587
46081 Canals;Total;2018;13.588
46081 Canals;Total;2017;13.631
46081 Canals;Total;2016;13.775
46082 Canet d'En Berenguer;Total;2025;8.297
46082 Canet d'En Berenguer;Total;2024;7.771
46082 Canet d'En Berenguer;Total;2023;7.265
46082 Canet d'En Berenguer;Total;2022;6.942
46082 Canet d'En Berenguer;Total;2021;6.812
46082 Canet d'En Berenguer;Total;2020;6.765
46082 Canet d'En Berenguer;Total;2019;6.697
46082 Canet d'En Berenguer;Total;2018;6.575
46082 Canet d'En Berenguer;Total;2017;6.473
46082 Canet d'En Berenguer;Total;2016;6.513
46083 Carcaixent;Total;2025;21.934
46083 Carcaixent;Total;2024;21.317
46083 Carcaixent;Total;2023;20.777
46083 Carcaixent;Total;2022;20.498
46083 Carcaixent;Total;2021;20.494
46083 Carcaixent;Total;2020;20.436
46083 Carcaixent;Total;2019;20.358
46083 Carcaixent;Total;2018;20.424
46083 Carcaixent;Total;2017;20.483
46083 Carcaixent;Total;2016;20.520
46084 Càrcer;Total;2025;1.795
46084 Càrcer;Total;2024;1.806
46084 Càrcer;Total;2023;1.826
46084 Càrcer;Total;2022;1.808
46084 Càrcer;Total;2021;1.822
46084 Càrcer;Total;2020;1.827
46084 Càrcer;Total;2019;1.862
46084 Càrcer;Total;2018;1.876
46084 Càrcer;Total;2017;1.923
46084 Càrcer;Total;2016;1.949
46085 Carlet;Total;2025;16.857
46085 Carlet;Total;2024;16.428
46085 Carlet;Total;2023;16.141
46085 Carlet;Total;2022;15.945
46085 Carlet;Total;2021;15.851
46085 Carlet;Total;2020;15.740
46085 Carlet;Total;2019;15.598
46085 Carlet;Total;2018;15.514
46085 Carlet;Total;2017;15.446
46085 Carlet;Total;2016;15.384
46086 Carrícola;Total;2025;97
46086 Carrícola;Total;2024;99
46086 Carrícola;Total;2023;102
46086 Carrícola;Total;2022;99
46086 Carrícola;Total;2021;102
46086 Carrícola;Total;2020;99
46086 Carrícola;Total;2019;94
46086 Carrícola;Total;2018;93
46086 Carrícola;Total;2017;95
46086 Carrícola;Total;2016;95
46087 Casas Altas;Total;2025;118
46087 Casas Altas;Total;2024;139
46087 Casas Altas;Total;2023;146
46087 Casas Altas;Total;2022;132
46087 Casas Altas;Total;2021;132
46087 Casas Altas;Total;2020;131
46087 Casas Altas;Total;2019;131
46087 Casas Altas;Total;2018;136
46087 Casas Altas;Total;2017;139
46087 Casas Altas;Total;2016;148
46088 Casas Bajas;Total;2025;158
46088 Casas Bajas;Total;2024;167
46088 Casas Bajas;Total;2023;173
46088 Casas Bajas;Total;2022;171
46088 Casas Bajas;Total;2021;164
46088 Casas Bajas;Total;2020;163
46088 Casas Bajas;Total;2019;164
46088 Casas Bajas;Total;2018;172
46088 Casas Bajas;Total;2017;172
46088 Casas Bajas;Total;2016;179
46089 Casinos;Total;2025;3.153
46089 Casinos;Total;2024;3.113
46089 Casinos;Total;2023;3.091
46089 Casinos;Total;2022;2.994
46089 Casinos;Total;2021;2.881
46089 Casinos;Total;2020;2.780
46089 Casinos;Total;2019;2.777
46089 Casinos;Total;2018;2.773
46089 Casinos;Total;2017;2.759
46089 Casinos;Total;2016;2.783
46257 Castelló;Total;2025;6.972
46257 Castelló;Total;2024;6.897
46257 Castelló;Total;2023;6.891
46257 Castelló;Total;2022;6.932
46257 Castelló;Total;2021;6.996
46257 Castelló;Total;2020;7.054
46257 Castelló;Total;2019;7.049
46257 Castelló;Total;2018;7.095
46257 Castelló;Total;2017;7.209
46257 Castelló;Total;2016;7.266
46090 Castelló de Rugat;Total;2025;2.345
46090 Castelló de Rugat;Total;2024;2.352
46090 Castelló de Rugat;Total;2023;2.322
46090 Castelló de Rugat;Total;2022;2.315
46090 Castelló de Rugat;Total;2021;2.316
46090 Castelló de Rugat;Total;2020;2.298
46090 Castelló de Rugat;Total;2019;2.274
46090 Castelló de Rugat;Total;2018;2.275
46090 Castelló de Rugat;Total;2017;2.278
46090 Castelló de Rugat;Total;2016;2.277
46091 Castellonet de la Conquesta;Total;2025;159
46091 Castellonet de la Conquesta;Total;2024;144
46091 Castellonet de la Conquesta;Total;2023;149
46091 Castellonet de la Conquesta;Total;2022;137
46091 Castellonet de la Conquesta;Total;2021;139
46091 Castellonet de la Conquesta;Total;2020;141
46091 Castellonet de la Conquesta;Total;2019;147
46091 Castellonet de la Conquesta;Total;2018;145
46091 Castellonet de la Conquesta;Total;2017;138
46091 Castellonet de la Conquesta;Total;2016;141
46092 Castielfabib;Total;2025;284
46092 Castielfabib;Total;2024;287
46092 Castielfabib;Total;2023;297
46092 Castielfabib;Total;2022;291
46092 Castielfabib;Total;2021;299
46092 Castielfabib;Total;2020;308
46092 Castielfabib;Total;2019;317
46092 Castielfabib;Total;2018;306
46092 Castielfabib;Total;2017;311
46092 Castielfabib;Total;2016;330
46093 Catadau;Total;2025;3.005
46093 Catadau;Total;2024;2.967
46093 Catadau;Total;2023;2.939
46093 Catadau;Total;2022;2.862
46093 Catadau;Total;2021;2.846
46093 Catadau;Total;2020;2.804
46093 Catadau;Total;2019;2.777
46093 Catadau;Total;2018;2.830
46093 Catadau;Total;2017;2.773
46093 Catadau;Total;2016;2.737
46094 Catarroja;Total;2025;30.604
46094 Catarroja;Total;2024;30.142
46094 Catarroja;Total;2023;29.316
46094 Catarroja;Total;2022;28.679
46094 Catarroja;Total;2021;28.509
46094 Catarroja;Total;2020;28.608
46094 Catarroja;Total;2019;28.120
46094 Catarroja;Total;2018;27.827
46094 Catarroja;Total;2017;27.752
46094 Catarroja;Total;2016;27.728
46095 Caudete de las Fuentes;Total;2025;725
46095 Caudete de las Fuentes;Total;2024;720
46095 Caudete de las Fuentes;Total;2023;693
46095 Caudete de las Fuentes;Total;2022;701
46095 Caudete de las Fuentes;Total;2021;701
46095 Caudete de las Fuentes;Total;2020;711
46095 Caudete de las Fuentes;Total;2019;700
46095 Caudete de las Fuentes;Total;2018;696
46095 Caudete de las Fuentes;Total;2017;706
46095 Caudete de las Fuentes;Total;2016;743
46096 Cerdà;Total;2025;370
46096 Cerdà;Total;2024;367
46096 Cerdà;Total;2023;360
46096 Cerdà;Total;2022;351
46096 Cerdà;Total;2021;345
46096 Cerdà;Total;2020;331
46096 Cerdà;Total;2019;331
46096 Cerdà;Total;2018;334
46096 Cerdà;Total;2017;341
46096 Cerdà;Total;2016;363
46107 Chella;Total;2025;2.452
46107 Chella;Total;2024;2.439
46107 Chella;Total;2023;2.445
46107 Chella;Total;2022;2.434
46107 Chella;Total;2021;2.437
46107 Chella;Total;2020;2.472
46107 Chella;Total;2019;2.435
46107 Chella;Total;2018;2.469
46107 Chella;Total;2017;2.513
46107 Chella;Total;2016;2.530
46106 Chelva;Total;2025;1.863
46106 Chelva;Total;2024;1.677
46106 Chelva;Total;2023;1.645
46106 Chelva;Total;2022;1.597
46106 Chelva;Total;2021;1.583
46106 Chelva;Total;2020;1.531
46106 Chelva;Total;2019;1.489
46106 Chelva;Total;2018;1.498
46106 Chelva;Total;2017;1.516
46106 Chelva;Total;2016;1.466
46108 Chera;Total;2025;508
46108 Chera;Total;2024;491
46108 Chera;Total;2023;483
46108 Chera;Total;2022;492
46108 Chera;Total;2021;490
46108 Chera;Total;2020;469
46108 Chera;Total;2019;474
46108 Chera;Total;2018;494
46108 Chera;Total;2017;484
46108 Chera;Total;2016;510
46109 Cheste;Total;2025;8.951
46109 Cheste;Total;2024;9.022
46109 Cheste;Total;2023;8.962
46109 Cheste;Total;2022;8.971
46109 Cheste;Total;2021;8.871
46109 Cheste;Total;2020;8.735
46109 Cheste;Total;2019;8.494
46109 Cheste;Total;2018;8.319
46109 Cheste;Total;2017;8.372
46109 Cheste;Total;2016;8.471
46111 Chiva;Total;2025;17.951
46111 Chiva;Total;2024;17.245
46111 Chiva;Total;2023;16.750
46111 Chiva;Total;2022;16.285
46111 Chiva;Total;2021;15.769
46111 Chiva;Total;2020;15.414
46111 Chiva;Total;2019;15.123
46111 Chiva;Total;2018;14.941
46111 Chiva;Total;2017;14.867
46111 Chiva;Total;2016;14.758
46112 Chulilla;Total;2025;710
46112 Chulilla;Total;2024;677
46112 Chulilla;Total;2023;687
46112 Chulilla;Total;2022;692
46112 Chulilla;Total;2021;700
46112 Chulilla;Total;2020;662
46112 Chulilla;Total;2019;665
46112 Chulilla;Total;2018;615
46112 Chulilla;Total;2017;628
46112 Chulilla;Total;2016;632
46097 Cofrentes;Total;2025;1.113
46097 Cofrentes;Total;2024;1.123
46097 Cofrentes;Total;2023;1.130
46097 Cofrentes;Total;2022;1.112
46097 Cofrentes;Total;2021;1.122
46097 Cofrentes;Total;2020;1.123
46097 Cofrentes;Total;2019;1.130
46097 Cofrentes;Total;2018;1.125
46097 Cofrentes;Total;2017;1.104
46097 Cofrentes;Total;2016;1.114
46098 Corbera;Total;2025;3.266
46098 Corbera;Total;2024;3.173
46098 Corbera;Total;2023;3.118
46098 Corbera;Total;2022;3.097
46098 Corbera;Total;2021;3.088
46098 Corbera;Total;2020;3.088
46098 Corbera;Total;2019;3.100
46098 Corbera;Total;2018;3.160
46098 Corbera;Total;2017;3.190
46098 Corbera;Total;2016;3.207
46099 Cortes de Pallás;Total;2025;727
46099 Cortes de Pallás;Total;2024;758
46099 Cortes de Pallás;Total;2023;753
46099 Cortes de Pallás;Total;2022;733
46099 Cortes de Pallás;Total;2021;758
46099 Cortes de Pallás;Total;2020;771
46099 Cortes de Pallás;Total;2019;814
46099 Cortes de Pallás;Total;2018;818
46099 Cortes de Pallás;Total;2017;876
46099 Cortes de Pallás;Total;2016;968
46100 Cotes;Total;2025;314
46100 Cotes;Total;2024;311
46100 Cotes;Total;2023;314
46100 Cotes;Total;2022;323
46100 Cotes;Total;2021;326
46100 Cotes;Total;2020;333
46100 Cotes;Total;2019;333
46100 Cotes;Total;2018;332
46100 Cotes;Total;2017;336
46100 Cotes;Total;2016;354
46105 Cullera;Total;2025;24.702
46105 Cullera;Total;2024;24.181
46105 Cullera;Total;2023;23.753
46105 Cullera;Total;2022;22.937
46105 Cullera;Total;2021;22.708
46105 Cullera;Total;2020;22.521
46105 Cullera;Total;2019;22.145
46105 Cullera;Total;2018;21.918
46105 Cullera;Total;2017;21.999
46105 Cullera;Total;2016;22.139
46113 Daimús;Total;2025;3.524
46113 Daimús;Total;2024;3.419
46113 Daimús;Total;2023;3.348
46113 Daimús;Total;2022;3.274
46113 Daimús;Total;2021;3.277
46113 Daimús;Total;2020;3.196
46113 Daimús;Total;2019;3.117
46113 Daimús;Total;2018;3.128
46113 Daimús;Total;2017;3.018
46113 Daimús;Total;2016;3.058
46114 Domeño;Total;2025;723
46114 Domeño;Total;2024;691
46114 Domeño;Total;2023;684
46114 Domeño;Total;2022;656
46114 Domeño;Total;2021;670
46114 Domeño;Total;2020;673
46114 Domeño;Total;2019;708
46114 Domeño;Total;2018;704
46114 Domeño;Total;2017;689
46114 Domeño;Total;2016;686
46115 Dos Aguas;Total;2025;340
46115 Dos Aguas;Total;2024;338
46115 Dos Aguas;Total;2023;340
46115 Dos Aguas;Total;2022;325
46115 Dos Aguas;Total;2021;312
46115 Dos Aguas;Total;2020;327
46115 Dos Aguas;Total;2019;376
46115 Dos Aguas;Total;2018;355
46115 Dos Aguas;Total;2017;379
46115 Dos Aguas;Total;2016;394
46116 Eliana, l';Total;2025;19.839
46116 Eliana, l';Total;2024;19.597
46116 Eliana, l';Total;2023;19.054
46116 Eliana, l';Total;2022;18.544
46116 Eliana, l';Total;2021;18.302
46116 Eliana, l';Total;2020;18.362
46116 Eliana, l';Total;2019;18.235
46116 Eliana, l';Total;2018;18.050
46116 Eliana, l';Total;2017;17.760
46116 Eliana, l';Total;2016;17.591
46117 Emperador;Total;2025;700
46117 Emperador;Total;2024;693
46117 Emperador;Total;2023;717
46117 Emperador;Total;2022;705
46117 Emperador;Total;2021;698
46117 Emperador;Total;2020;688
46117 Emperador;Total;2019;687
46117 Emperador;Total;2018;692
46117 Emperador;Total;2017;707
46117 Emperador;Total;2016;676
46118 Enguera;Total;2025;4.807
46118 Enguera;Total;2024;4.769
46118 Enguera;Total;2023;4.781
46118 Enguera;Total;2022;4.770
46118 Enguera;Total;2021;4.779
46118 Enguera;Total;2020;4.777
46118 Enguera;Total;2019;4.752
46118 Enguera;Total;2018;4.800
46118 Enguera;Total;2017;4.926
46118 Enguera;Total;2016;5.027
46119 Énova, l';Total;2025;952
46119 Énova, l';Total;2024;924
46119 Énova, l';Total;2023;914
46119 Énova, l';Total;2022;908
46119 Énova, l';Total;2021;912
46119 Énova, l';Total;2020;902
46119 Énova, l';Total;2019;887
46119 Énova, l';Total;2018;903
46119 Énova, l';Total;2017;919
46119 Énova, l';Total;2016;936
46120 Estivella;Total;2025;1.710
46120 Estivella;Total;2024;1.631
46120 Estivella;Total;2023;1.598
46120 Estivella;Total;2022;1.559
46120 Estivella;Total;2021;1.491
46120 Estivella;Total;2020;1.441
46120 Estivella;Total;2019;1.456
46120 Estivella;Total;2018;1.432
46120 Estivella;Total;2017;1.416
46120 Estivella;Total;2016;1.374
46121 Estubeny;Total;2025;110
46121 Estubeny;Total;2024;109
46121 Estubeny;Total;2023;114
46121 Estubeny;Total;2022;109
46121 Estubeny;Total;2021;114
46121 Estubeny;Total;2020;125
46121 Estubeny;Total;2019;121
46121 Estubeny;Total;2018;122
46121 Estubeny;Total;2017;119
46121 Estubeny;Total;2016;118
46122 Faura;Total;2025;3.753
46122 Faura;Total;2024;3.671
46122 Faura;Total;2023;3.619
46122 Faura;Total;2022;3.568
46122 Faura;Total;2021;3.563
46122 Faura;Total;2020;3.553
46122 Faura;Total;2019;3.538
46122 Faura;Total;2018;3.547
46122 Faura;Total;2017;3.503
46122 Faura;Total;2016;3.493
46123 Favara;Total;2025;2.776
46123 Favara;Total;2024;2.701
46123 Favara;Total;2023;2.664
46123 Favara;Total;2022;2.578
46123 Favara;Total;2021;2.563
46123 Favara;Total;2020;2.504
46123 Favara;Total;2019;2.518
46123 Favara;Total;2018;2.490
46123 Favara;Total;2017;2.473
46123 Favara;Total;2016;2.467
46126 Foios;Total;2025;7.995
46126 Foios;Total;2024;7.761
46126 Foios;Total;2023;7.641
46126 Foios;Total;2022;7.496
46126 Foios;Total;2021;7.502
46126 Foios;Total;2020;7.452
46126 Foios;Total;2019;7.367
46126 Foios;Total;2018;7.342
46126 Foios;Total;2017;7.234
46126 Foios;Total;2016;7.208
46128 Font de la Figuera, la;Total;2025;2.022
46128 Font de la Figuera, la;Total;2024;2.043
46128 Font de la Figuera, la;Total;2023;2.031
46128 Font de la Figuera, la;Total;2022;2.024
46128 Font de la Figuera, la;Total;2021;2.025
46128 Font de la Figuera, la;Total;2020;2.027
46128 Font de la Figuera, la;Total;2019;2.038
46128 Font de la Figuera, la;Total;2018;2.038
46128 Font de la Figuera, la;Total;2017;2.067
46128 Font de la Figuera, la;Total;2016;2.109
46127 Font d'en Carròs, la;Total;2025;4.020
46127 Font d'en Carròs, la;Total;2024;3.938
46127 Font d'en Carròs, la;Total;2023;3.858
46127 Font d'en Carròs, la;Total;2022;3.857
46127 Font d'en Carròs, la;Total;2021;3.793
46127 Font d'en Carròs, la;Total;2020;3.778
46127 Font d'en Carròs, la;Total;2019;3.794
46127 Font d'en Carròs, la;Total;2018;3.790
46127 Font d'en Carròs, la;Total;2017;3.743
46127 Font d'en Carròs, la;Total;2016;3.764
46124 Fontanars dels Alforins;Total;2025;936
46124 Fontanars dels Alforins;Total;2024;947
46124 Fontanars dels Alforins;Total;2023;951
46124 Fontanars dels Alforins;Total;2022;953
46124 Fontanars dels Alforins;Total;2021;959
46124 Fontanars dels Alforins;Total;2020;959
46124 Fontanars dels Alforins;Total;2019;971
46124 Fontanars dels Alforins;Total;2018;979
46124 Fontanars dels Alforins;Total;2017;985
46124 Fontanars dels Alforins;Total;2016;973
46125 Fortaleny;Total;2025;1.024
46125 Fortaleny;Total;2024;1.005
46125 Fortaleny;Total;2023;1.004
46125 Fortaleny;Total;2022;1.026
46125 Fortaleny;Total;2021;1.011
46125 Fortaleny;Total;2020;1.020
46125 Fortaleny;Total;2019;1.026
46125 Fortaleny;Total;2018;1.030
46125 Fortaleny;Total;2017;1.033
46125 Fortaleny;Total;2016;1.021
46129 Fuenterrobles;Total;2025;678
46129 Fuenterrobles;Total;2024;695
46129 Fuenterrobles;Total;2023;688
46129 Fuenterrobles;Total;2022;690
46129 Fuenterrobles;Total;2021;694
46129 Fuenterrobles;Total;2020;694
46129 Fuenterrobles;Total;2019;682
46129 Fuenterrobles;Total;2018;682
46129 Fuenterrobles;Total;2017;709
46129 Fuenterrobles;Total;2016;690
46131 Gandia;Total;2025;83.135
46131 Gandia;Total;2024;80.095
46131 Gandia;Total;2023;78.108
46131 Gandia;Total;2022;75.911
46131 Gandia;Total;2021;75.970
46131 Gandia;Total;2020;75.798
46131 Gandia;Total;2019;74.562
46131 Gandia;Total;2018;73.829
46131 Gandia;Total;2017;74.121
46131 Gandia;Total;2016;74.814
46902 Gátova;Total;2025;452
46902 Gátova;Total;2024;429
46902 Gátova;Total;2023;410
46902 Gátova;Total;2022;412
46902 Gátova;Total;2021;419
46902 Gátova;Total;2020;405
46902 Gátova;Total;2019;378
46902 Gátova;Total;2018;392
46902 Gátova;Total;2017;398
46902 Gátova;Total;2016;366
46130 Gavarda;Total;2025;1.023
46130 Gavarda;Total;2024;1.036
46130 Gavarda;Total;2023;1.058
46130 Gavarda;Total;2022;1.053
46130 Gavarda;Total;2021;1.035
46130 Gavarda;Total;2020;1.042
46130 Gavarda;Total;2019;1.038
46130 Gavarda;Total;2018;1.058
46130 Gavarda;Total;2017;1.073
46130 Gavarda;Total;2016;1.089
46132 Genovés, el;Total;2025;2.822
46132 Genovés, el;Total;2024;2.823
46132 Genovés, el;Total;2023;2.778
46132 Genovés, el;Total;2022;2.780
46132 Genovés, el;Total;2021;2.785
46132 Genovés, el;Total;2020;2.778
46132 Genovés, el;Total;2019;2.842
46132 Genovés, el;Total;2018;2.828
46132 Genovés, el;Total;2017;2.815
46132 Genovés, el;Total;2016;2.809
46133 Gestalgar;Total;2025;587
46133 Gestalgar;Total;2024;560
46133 Gestalgar;Total;2023;569
46133 Gestalgar;Total;2022;547
46133 Gestalgar;Total;2021;541
46133 Gestalgar;Total;2020;548
46133 Gestalgar;Total;2019;556
46133 Gestalgar;Total;2018;554
46133 Gestalgar;Total;2017;596
46133 Gestalgar;Total;2016;634
46134 Gilet;Total;2025;4.011
46134 Gilet;Total;2024;3.887
46134 Gilet;Total;2023;3.818
46134 Gilet;Total;2022;3.601
46134 Gilet;Total;2021;3.501
46134 Gilet;Total;2020;3.404
46134 Gilet;Total;2019;3.324
46134 Gilet;Total;2018;3.276
46134 Gilet;Total;2017;3.308
46134 Gilet;Total;2016;3.304
46135 Godella;Total;2025;13.533
46135 Godella;Total;2024;13.437
46135 Godella;Total;2023;13.414
46135 Godella;Total;2022;13.050
46135 Godella;Total;2021;13.027
46135 Godella;Total;2020;13.131
46135 Godella;Total;2019;13.088
46135 Godella;Total;2018;13.058
46135 Godella;Total;2017;13.031
46135 Godella;Total;2016;13.029
46136 Godelleta;Total;2025;4.266
46136 Godelleta;Total;2024;4.182
46136 Godelleta;Total;2023;4.148
46136 Godelleta;Total;2022;3.942
46136 Godelleta;Total;2021;3.714
46136 Godelleta;Total;2020;3.584
46136 Godelleta;Total;2019;3.533
46136 Godelleta;Total;2018;3.462
46136 Godelleta;Total;2017;3.391
46136 Godelleta;Total;2016;3.396
46137 Granja de la Costera, la;Total;2025;306
46137 Granja de la Costera, la;Total;2024;294
46137 Granja de la Costera, la;Total;2023;288
46137 Granja de la Costera, la;Total;2022;276
46137 Granja de la Costera, la;Total;2021;281
46137 Granja de la Costera, la;Total;2020;295
46137 Granja de la Costera, la;Total;2019;285
46137 Granja de la Costera, la;Total;2018;297
46137 Granja de la Costera, la;Total;2017;312
46137 Granja de la Costera, la;Total;2016;333
46138 Guadasséquies;Total;2025;478
46138 Guadasséquies;Total;2024;468
46138 Guadasséquies;Total;2023;480
46138 Guadasséquies;Total;2022;475
46138 Guadasséquies;Total;2021;459
46138 Guadasséquies;Total;2020;456
46138 Guadasséquies;Total;2019;468
46138 Guadasséquies;Total;2018;444
46138 Guadasséquies;Total;2017;459
46138 Guadasséquies;Total;2016;456
46139 Guadassuar;Total;2025;6.039
46139 Guadassuar;Total;2024;5.992
46139 Guadassuar;Total;2023;5.961
46139 Guadassuar;Total;2022;5.910
46139 Guadassuar;Total;2021;5.938
46139 Guadassuar;Total;2020;5.902
46139 Guadassuar;Total;2019;5.893
46139 Guadassuar;Total;2018;5.914
46139 Guadassuar;Total;2017;5.913
46139 Guadassuar;Total;2016;5.898
46140 Guardamar de la Safor;Total;2025;622
46140 Guardamar de la Safor;Total;2024;607
46140 Guardamar de la Safor;Total;2023;605
46140 Guardamar de la Safor;Total;2022;567
46140 Guardamar de la Safor;Total;2021;547
46140 Guardamar de la Safor;Total;2020;531
46140 Guardamar de la Safor;Total;2019;526
46140 Guardamar de la Safor;Total;2018;491
46140 Guardamar de la Safor;Total;2017;472
46140 Guardamar de la Safor;Total;2016;490
46141 Higueruelas;Total;2025;567
46141 Higueruelas;Total;2024;534
46141 Higueruelas;Total;2023;522
46141 Higueruelas;Total;2022;510
46141 Higueruelas;Total;2021;524
46141 Higueruelas;Total;2020;501
46141 Higueruelas;Total;2019;500
46141 Higueruelas;Total;2018;508
46141 Higueruelas;Total;2017;503
46141 Higueruelas;Total;2016;511
46142 Jalance;Total;2025;808
46142 Jalance;Total;2024;803
46142 Jalance;Total;2023;810
46142 Jalance;Total;2022;788
46142 Jalance;Total;2021;795
46142 Jalance;Total;2020;834
46142 Jalance;Total;2019;830
46142 Jalance;Total;2018;845
46142 Jalance;Total;2017;852
46142 Jalance;Total;2016;885
46144 Jarafuel;Total;2025;788
46144 Jarafuel;Total;2024;757
46144 Jarafuel;Total;2023;765
46144 Jarafuel;Total;2022;777
46144 Jarafuel;Total;2021;772
46144 Jarafuel;Total;2020;769
46144 Jarafuel;Total;2019;754
46144 Jarafuel;Total;2018;776
46144 Jarafuel;Total;2017;785
46144 Jarafuel;Total;2016;785
46154 Llanera de Ranes;Total;2025;1.062
46154 Llanera de Ranes;Total;2024;1.057
46154 Llanera de Ranes;Total;2023;1.054
46154 Llanera de Ranes;Total;2022;1.066
46154 Llanera de Ranes;Total;2021;1.056
46154 Llanera de Ranes;Total;2020;1.047
46154 Llanera de Ranes;Total;2019;1.055
46154 Llanera de Ranes;Total;2018;1.049
46154 Llanera de Ranes;Total;2017;1.042
46154 Llanera de Ranes;Total;2016;1.046
46155 Llaurí;Total;2025;1.226
46155 Llaurí;Total;2024;1.236
46155 Llaurí;Total;2023;1.208
46155 Llaurí;Total;2022;1.193
46155 Llaurí;Total;2021;1.169
46155 Llaurí;Total;2020;1.130
46155 Llaurí;Total;2019;1.170
46155 Llaurí;Total;2018;1.209
46155 Llaurí;Total;2017;1.221
46155 Llaurí;Total;2016;1.212
46147 Llíria;Total;2025;25.333
46147 Llíria;Total;2024;25.077
46147 Llíria;Total;2023;24.518
46147 Llíria;Total;2022;24.036
46147 Llíria;Total;2021;23.648
46147 Llíria;Total;2020;23.482
46147 Llíria;Total;2019;23.253
46147 Llíria;Total;2018;22.972
46147 Llíria;Total;2017;22.793
46147 Llíria;Total;2016;22.796
46152 Llocnou de la Corona;Total;2025;132
46152 Llocnou de la Corona;Total;2024;121
46152 Llocnou de la Corona;Total;2023;124
46152 Llocnou de la Corona;Total;2022;109
46152 Llocnou de la Corona;Total;2021;124
46152 Llocnou de la Corona;Total;2020;124
46152 Llocnou de la Corona;Total;2019;118
