Municipios;Sexo;Periodo;Total
08133 Montmaneu;Total;2025;181
08133 Montmaneu;Total;2024;200
08133 Montmaneu;Total;2023;198
08133 Montmaneu;Total;2022;166
08133 Montmaneu;Total;2021;158
08133 Montmaneu;Total;2020;151
08133 Montmaneu;Total;2019;150
08133 Montmaneu;Total;2018;154
08133 Montmaneu;Total;2017;153
08133 Montmaneu;Total;2016;151
08135 Montmeló;Total;2025;8.886
08135 Montmeló;Total;2024;8.906
08135 Montmeló;Total;2023;8.825
08135 Montmeló;Total;2022;8.793
08135 Montmeló;Total;2021;8.798
08135 Montmeló;Total;2020;8.831
08135 Montmeló;Total;2019;8.755
08135 Montmeló;Total;2018;8.784
08135 Montmeló;Total;2017;8.748
08135 Montmeló;Total;2016;8.784
08136 Montornès del Vallès;Total;2025;17.102
08136 Montornès del Vallès;Total;2024;17.089
08136 Montornès del Vallès;Total;2023;16.800
08136 Montornès del Vallès;Total;2022;16.707
08136 Montornès del Vallès;Total;2021;16.804
08136 Montornès del Vallès;Total;2020;16.644
08136 Montornès del Vallès;Total;2019;16.393
08136 Montornès del Vallès;Total;2018;16.263
08136 Montornès del Vallès;Total;2017;16.240
08136 Montornès del Vallès;Total;2016;16.218
08137 Montseny;Total;2025;388
08137 Montseny;Total;2024;380
08137 Montseny;Total;2023;379
08137 Montseny;Total;2022;370
08137 Montseny;Total;2021;362
08137 Montseny;Total;2020;351
08137 Montseny;Total;2019;342
08137 Montseny;Total;2018;321
08137 Montseny;Total;2017;343
08137 Montseny;Total;2016;320
08129 Muntanyola;Total;2025;697
08129 Muntanyola;Total;2024;712
08129 Muntanyola;Total;2023;721
08129 Muntanyola;Total;2022;700
08129 Muntanyola;Total;2021;655
08129 Muntanyola;Total;2020;632
08129 Muntanyola;Total;2019;634
08129 Muntanyola;Total;2018;620
08129 Muntanyola;Total;2017;613
08129 Muntanyola;Total;2016;604
08139 Mura;Total;2025;235
08139 Mura;Total;2024;232
08139 Mura;Total;2023;228
08139 Mura;Total;2022;232
08139 Mura;Total;2021;231
08139 Mura;Total;2020;220
08139 Mura;Total;2019;224
08139 Mura;Total;2018;223
08139 Mura;Total;2017;227
08139 Mura;Total;2016;219
08140 Navarcles;Total;2025;6.276
08140 Navarcles;Total;2024;6.160
08140 Navarcles;Total;2023;6.109
08140 Navarcles;Total;2022;6.067
08140 Navarcles;Total;2021;6.068
08140 Navarcles;Total;2020;6.057
08140 Navarcles;Total;2019;5.977
08140 Navarcles;Total;2018;5.966
08140 Navarcles;Total;2017;5.950
08140 Navarcles;Total;2016;5.988
08141 Navàs;Total;2025;6.238
08141 Navàs;Total;2024;6.185
08141 Navàs;Total;2023;6.150
08141 Navàs;Total;2022;6.018
08141 Navàs;Total;2021;5.973
08141 Navàs;Total;2020;6.018
08141 Navàs;Total;2019;6.020
08141 Navàs;Total;2018;6.023
08141 Navàs;Total;2017;6.020
08141 Navàs;Total;2016;6.045
08142 Nou de Berguedà, La;Total;2025;163
08142 Nou de Berguedà, La;Total;2024;163
08142 Nou de Berguedà, La;Total;2023;170
08142 Nou de Berguedà, La;Total;2022;179
08142 Nou de Berguedà, La;Total;2021;176
08142 Nou de Berguedà, La;Total;2020;162
08142 Nou de Berguedà, La;Total;2019;161
08142 Nou de Berguedà, La;Total;2018;160
08142 Nou de Berguedà, La;Total;2017;157
08142 Nou de Berguedà, La;Total;2016;151
08143 Òdena;Total;2025;3.760
08143 Òdena;Total;2024;3.710
08143 Òdena;Total;2023;3.720
08143 Òdena;Total;2022;3.728
08143 Òdena;Total;2021;3.681
08143 Òdena;Total;2020;3.668
08143 Òdena;Total;2019;3.643
08143 Òdena;Total;2018;3.608
08143 Òdena;Total;2017;3.614
08143 Òdena;Total;2016;3.607
08145 Olèrdola;Total;2025;3.945
08145 Olèrdola;Total;2024;3.946
08145 Olèrdola;Total;2023;3.968
08145 Olèrdola;Total;2022;3.884
08145 Olèrdola;Total;2021;3.847
08145 Olèrdola;Total;2020;3.768
08145 Olèrdola;Total;2019;3.692
08145 Olèrdola;Total;2018;3.611
08145 Olèrdola;Total;2017;3.565
08145 Olèrdola;Total;2016;3.529
08146 Olesa de Bonesvalls;Total;2025;2.135
08146 Olesa de Bonesvalls;Total;2024;2.093
08146 Olesa de Bonesvalls;Total;2023;2.110
08146 Olesa de Bonesvalls;Total;2022;2.016
08146 Olesa de Bonesvalls;Total;2021;1.923
08146 Olesa de Bonesvalls;Total;2020;1.840
08146 Olesa de Bonesvalls;Total;2019;1.810
08146 Olesa de Bonesvalls;Total;2018;1.787
08146 Olesa de Bonesvalls;Total;2017;1.734
08146 Olesa de Bonesvalls;Total;2016;1.723
08147 Olesa de Montserrat;Total;2025;24.966
08147 Olesa de Montserrat;Total;2024;24.677
08147 Olesa de Montserrat;Total;2023;24.446
08147 Olesa de Montserrat;Total;2022;24.272
08147 Olesa de Montserrat;Total;2021;24.132
08147 Olesa de Montserrat;Total;2020;24.144
08147 Olesa de Montserrat;Total;2019;23.904
08147 Olesa de Montserrat;Total;2018;23.779
08147 Olesa de Montserrat;Total;2017;23.552
08147 Olesa de Montserrat;Total;2016;23.645
08148 Olivella;Total;2025;4.435
08148 Olivella;Total;2024;4.419
08148 Olivella;Total;2023;4.414
08148 Olivella;Total;2022;4.339
08148 Olivella;Total;2021;4.127
08148 Olivella;Total;2020;3.935
08148 Olivella;Total;2019;3.799
08148 Olivella;Total;2018;3.729
08148 Olivella;Total;2017;3.655
08148 Olivella;Total;2016;3.569
08149 Olost;Total;2025;1.209
08149 Olost;Total;2024;1.216
08149 Olost;Total;2023;1.218
08149 Olost;Total;2022;1.206
08149 Olost;Total;2021;1.190
08149 Olost;Total;2020;1.202
08149 Olost;Total;2019;1.198
08149 Olost;Total;2018;1.188
08149 Olost;Total;2017;1.197
08149 Olost;Total;2016;1.185
08144 Olvan;Total;2025;924
08144 Olvan;Total;2024;913
08144 Olvan;Total;2023;890
08144 Olvan;Total;2022;876
08144 Olvan;Total;2021;874
08144 Olvan;Total;2020;858
08144 Olvan;Total;2019;854
08144 Olvan;Total;2018;837
08144 Olvan;Total;2017;844
08144 Olvan;Total;2016;855
08150 Orís;Total;2025;355
08150 Orís;Total;2024;350
08150 Orís;Total;2023;355
08150 Orís;Total;2022;347
08150 Orís;Total;2021;339
08150 Orís;Total;2020;322
08150 Orís;Total;2019;315
08150 Orís;Total;2018;310
08150 Orís;Total;2017;316
08150 Orís;Total;2016;310
08151 Oristà;Total;2025;555
08151 Oristà;Total;2024;569
08151 Oristà;Total;2023;587
08151 Oristà;Total;2022;573
08151 Oristà;Total;2021;547
08151 Oristà;Total;2020;549
08151 Oristà;Total;2019;541
08151 Oristà;Total;2018;537
08151 Oristà;Total;2017;547
08151 Oristà;Total;2016;547
08152 Orpí;Total;2025;175
08152 Orpí;Total;2024;178
08152 Orpí;Total;2023;163
08152 Orpí;Total;2022;159
08152 Orpí;Total;2021;154
08152 Orpí;Total;2020;151
08152 Orpí;Total;2019;147
08152 Orpí;Total;2018;136
08152 Orpí;Total;2017;134
08152 Orpí;Total;2016;139
08153 Òrrius;Total;2025;812
08153 Òrrius;Total;2024;805
08153 Òrrius;Total;2023;799
08153 Òrrius;Total;2022;793
08153 Òrrius;Total;2021;779
08153 Òrrius;Total;2020;758
08153 Òrrius;Total;2019;739
08153 Òrrius;Total;2018;730
08153 Òrrius;Total;2017;694
08153 Òrrius;Total;2016;702
08154 Pacs del Penedès;Total;2025;932
08154 Pacs del Penedès;Total;2024;935
08154 Pacs del Penedès;Total;2023;909
08154 Pacs del Penedès;Total;2022;935
08154 Pacs del Penedès;Total;2021;915
08154 Pacs del Penedès;Total;2020;918
08154 Pacs del Penedès;Total;2019;922
08154 Pacs del Penedès;Total;2018;908
08154 Pacs del Penedès;Total;2017;902
08154 Pacs del Penedès;Total;2016;894
08155 Palafolls;Total;2025;10.038
08155 Palafolls;Total;2024;9.938
08155 Palafolls;Total;2023;9.819
08155 Palafolls;Total;2022;9.661
08155 Palafolls;Total;2021;9.646
08155 Palafolls;Total;2020;9.613
08155 Palafolls;Total;2019;9.405
08155 Palafolls;Total;2018;9.256
08155 Palafolls;Total;2017;9.171
08155 Palafolls;Total;2016;9.133
08156 Palau-solità i Plegamans;Total;2025;15.614
08156 Palau-solità i Plegamans;Total;2024;15.456
08156 Palau-solità i Plegamans;Total;2023;15.130
08156 Palau-solità i Plegamans;Total;2022;14.911
08156 Palau-solità i Plegamans;Total;2021;14.917
08156 Palau-solità i Plegamans;Total;2020;14.892
08156 Palau-solità i Plegamans;Total;2019;14.771
08156 Palau-solità i Plegamans;Total;2018;14.636
08156 Palau-solità i Plegamans;Total;2017;14.626
08156 Palau-solità i Plegamans;Total;2016;14.494
08157 Pallejà;Total;2025;12.006
08157 Pallejà;Total;2024;11.825
08157 Pallejà;Total;2023;11.736
08157 Pallejà;Total;2022;11.593
08157 Pallejà;Total;2021;11.636
08157 Pallejà;Total;2020;11.622
08157 Pallejà;Total;2019;11.508
08157 Pallejà;Total;2018;11.486
08157 Pallejà;Total;2017;11.416
08157 Pallejà;Total;2016;11.348
08905 Palma de Cervelló, La;Total;2025;3.056
08905 Palma de Cervelló, La;Total;2024;3.044
08905 Palma de Cervelló, La;Total;2023;3.040
08905 Palma de Cervelló, La;Total;2022;3.026
08905 Palma de Cervelló, La;Total;2021;3.015
08905 Palma de Cervelló, La;Total;2020;2.992
08905 Palma de Cervelló, La;Total;2019;2.954
08905 Palma de Cervelló, La;Total;2018;2.982
08905 Palma de Cervelló, La;Total;2017;2.998
08905 Palma de Cervelló, La;Total;2016;3.000
08158 Papiol, El;Total;2025;4.404
08158 Papiol, El;Total;2024;4.363
08158 Papiol, El;Total;2023;4.325
08158 Papiol, El;Total;2022;4.274
08158 Papiol, El;Total;2021;4.232
08158 Papiol, El;Total;2020;4.172
08158 Papiol, El;Total;2019;4.145
08158 Papiol, El;Total;2018;4.103
08158 Papiol, El;Total;2017;4.102
08158 Papiol, El;Total;2016;4.075
08159 Parets del Vallès;Total;2025;18.885
08159 Parets del Vallès;Total;2024;18.881
08159 Parets del Vallès;Total;2023;18.893
08159 Parets del Vallès;Total;2022;18.889
08159 Parets del Vallès;Total;2021;18.907
08159 Parets del Vallès;Total;2020;19.071
08159 Parets del Vallès;Total;2019;19.082
08159 Parets del Vallès;Total;2018;19.041
08159 Parets del Vallès;Total;2017;18.970
08159 Parets del Vallès;Total;2016;18.837
08160 Perafita;Total;2025;433
08160 Perafita;Total;2024;438
08160 Perafita;Total;2023;423
08160 Perafita;Total;2022;418
08160 Perafita;Total;2021;412
08160 Perafita;Total;2020;405
08160 Perafita;Total;2019;395
08160 Perafita;Total;2018;412
08160 Perafita;Total;2017;411
08160 Perafita;Total;2016;411
08161 Piera;Total;2025;17.880
08161 Piera;Total;2024;17.555
08161 Piera;Total;2023;17.203
08161 Piera;Total;2022;16.787
08161 Piera;Total;2021;16.411
08161 Piera;Total;2020;16.134
08161 Piera;Total;2019;15.603
08161 Piera;Total;2018;15.362
08161 Piera;Total;2017;15.194
08161 Piera;Total;2016;15.001
08163 Pineda de Mar;Total;2025;30.108
08163 Pineda de Mar;Total;2024;29.455
08163 Pineda de Mar;Total;2023;28.751
08163 Pineda de Mar;Total;2022;28.083
08163 Pineda de Mar;Total;2021;27.974
08163 Pineda de Mar;Total;2020;27.984
08163 Pineda de Mar;Total;2019;27.272
08163 Pineda de Mar;Total;2018;26.659
08163 Pineda de Mar;Total;2017;26.349
08163 Pineda de Mar;Total;2016;26.240
08164 Pla del Penedès, El;Total;2025;1.393
08164 Pla del Penedès, El;Total;2024;1.352
08164 Pla del Penedès, El;Total;2023;1.317
08164 Pla del Penedès, El;Total;2022;1.335
08164 Pla del Penedès, El;Total;2021;1.306
08164 Pla del Penedès, El;Total;2020;1.275
08164 Pla del Penedès, El;Total;2019;1.256
08164 Pla del Penedès, El;Total;2018;1.259
08164 Pla del Penedès, El;Total;2017;1.232
08164 Pla del Penedès, El;Total;2016;1.253
08165 Pobla de Claramunt, La;Total;2025;2.350
08165 Pobla de Claramunt, La;Total;2024;2.353
08165 Pobla de Claramunt, La;Total;2023;2.309
08165 Pobla de Claramunt, La;Total;2022;2.275
08165 Pobla de Claramunt, La;Total;2021;2.207
08165 Pobla de Claramunt, La;Total;2020;2.185
08165 Pobla de Claramunt, La;Total;2019;2.193
08165 Pobla de Claramunt, La;Total;2018;2.177
08165 Pobla de Claramunt, La;Total;2017;2.190
08165 Pobla de Claramunt, La;Total;2016;2.159
08166 Pobla de Lillet, La;Total;2025;1.105
08166 Pobla de Lillet, La;Total;2024;1.109
08166 Pobla de Lillet, La;Total;2023;1.089
08166 Pobla de Lillet, La;Total;2022;1.079
08166 Pobla de Lillet, La;Total;2021;1.063
08166 Pobla de Lillet, La;Total;2020;1.093
08166 Pobla de Lillet, La;Total;2019;1.095
08166 Pobla de Lillet, La;Total;2018;1.101
08166 Pobla de Lillet, La;Total;2017;1.097
08166 Pobla de Lillet, La;Total;2016;1.110
08167 Polinyà;Total;2025;8.581
08167 Polinyà;Total;2024;8.555
08167 Polinyà;Total;2023;8.482
08167 Polinyà;Total;2022;8.451
08167 Polinyà;Total;2021;8.494
08167 Polinyà;Total;2020;8.504
08167 Polinyà;Total;2019;8.479
08167 Polinyà;Total;2018;8.389
08167 Polinyà;Total;2017;8.383
08167 Polinyà;Total;2016;8.300
08182 Pont de Vilomara i Rocafort, El;Total;2025;4.193
08182 Pont de Vilomara i Rocafort, El;Total;2024;4.140
08182 Pont de Vilomara i Rocafort, El;Total;2023;4.101
08182 Pont de Vilomara i Rocafort, El;Total;2022;4.024
08182 Pont de Vilomara i Rocafort, El;Total;2021;4.016
08182 Pont de Vilomara i Rocafort, El;Total;2020;3.907
08182 Pont de Vilomara i Rocafort, El;Total;2019;3.830
08182 Pont de Vilomara i Rocafort, El;Total;2018;3.801
08182 Pont de Vilomara i Rocafort, El;Total;2017;3.794
08182 Pont de Vilomara i Rocafort, El;Total;2016;3.724
08168 Pontons;Total;2025;516
08168 Pontons;Total;2024;518
08168 Pontons;Total;2023;523
08168 Pontons;Total;2022;507
08168 Pontons;Total;2021;523
08168 Pontons;Total;2020;528
08168 Pontons;Total;2019;532
08168 Pontons;Total;2018;458
08168 Pontons;Total;2017;456
08168 Pontons;Total;2016;453
08169 Prat de Llobregat, El;Total;2025;66.338
08169 Prat de Llobregat, El;Total;2024;66.184
08169 Prat de Llobregat, El;Total;2023;65.516
08169 Prat de Llobregat, El;Total;2022;65.030
08169 Prat de Llobregat, El;Total;2021;65.532
08169 Prat de Llobregat, El;Total;2020;65.385
08169 Prat de Llobregat, El;Total;2019;64.599
08169 Prat de Llobregat, El;Total;2018;64.132
08169 Prat de Llobregat, El;Total;2017;63.897
08169 Prat de Llobregat, El;Total;2016;63.457
08171 Prats de Lluçanès;Total;2025;2.761
08171 Prats de Lluçanès;Total;2024;2.688
08171 Prats de Lluçanès;Total;2023;2.681
08171 Prats de Lluçanès;Total;2022;2.627
08171 Prats de Lluçanès;Total;2021;2.634
08171 Prats de Lluçanès;Total;2020;2.604
08171 Prats de Lluçanès;Total;2019;2.569
08171 Prats de Lluçanès;Total;2018;2.537
08171 Prats de Lluçanès;Total;2017;2.533
08171 Prats de Lluçanès;Total;2016;2.565
08170 Prats de Rei, Els;Total;2025;554
08170 Prats de Rei, Els;Total;2024;553
08170 Prats de Rei, Els;Total;2023;558
08170 Prats de Rei, Els;Total;2022;554
08170 Prats de Rei, Els;Total;2021;551
08170 Prats de Rei, Els;Total;2020;537
08170 Prats de Rei, Els;Total;2019;532
08170 Prats de Rei, Els;Total;2018;545
08170 Prats de Rei, Els;Total;2017;535
08170 Prats de Rei, Els;Total;2016;535
08230 Premià de Dalt;Total;2025;10.632
08230 Premià de Dalt;Total;2024;10.594
08230 Premià de Dalt;Total;2023;10.532
08230 Premià de Dalt;Total;2022;10.400
08230 Premià de Dalt;Total;2021;10.419
08230 Premià de Dalt;Total;2020;10.441
08230 Premià de Dalt;Total;2019;10.448
08230 Premià de Dalt;Total;2018;10.429
08230 Premià de Dalt;Total;2017;10.345
08230 Premià de Dalt;Total;2016;10.446
08172 Premià de Mar;Total;2025;29.431
08172 Premià de Mar;Total;2024;28.951
08172 Premià de Mar;Total;2023;28.767
08172 Premià de Mar;Total;2022;28.518
08172 Premià de Mar;Total;2021;28.523
08172 Premià de Mar;Total;2020;28.531
08172 Premià de Mar;Total;2019;28.119
08172 Premià de Mar;Total;2018;28.071
08172 Premià de Mar;Total;2017;28.049
08172 Premià de Mar;Total;2016;27.866
08174 Puigdàlber;Total;2025;621
08174 Puigdàlber;Total;2024;629
08174 Puigdàlber;Total;2023;571
08174 Puigdàlber;Total;2022;555
08174 Puigdàlber;Total;2021;551
08174 Puigdàlber;Total;2020;524
08174 Puigdàlber;Total;2019;526
08174 Puigdàlber;Total;2018;518
08174 Puigdàlber;Total;2017;506
08174 Puigdàlber;Total;2016;512
08175 Puig-reig;Total;2025;4.565
08175 Puig-reig;Total;2024;4.489
08175 Puig-reig;Total;2023;4.399
08175 Puig-reig;Total;2022;4.327
08175 Puig-reig;Total;2021;4.289
08175 Puig-reig;Total;2020;4.295
08175 Puig-reig;Total;2019;4.178
08175 Puig-reig;Total;2018;4.094
08175 Puig-reig;Total;2017;4.086
08175 Puig-reig;Total;2016;4.123
08176 Pujalt;Total;2025;204
08176 Pujalt;Total;2024;210
08176 Pujalt;Total;2023;219
08176 Pujalt;Total;2022;204
08176 Pujalt;Total;2021;206
08176 Pujalt;Total;2020;210
08176 Pujalt;Total;2019;210
08176 Pujalt;Total;2018;207
08176 Pujalt;Total;2017;203
08176 Pujalt;Total;2016;198
08177 Quar, La;Total;2025;41
08177 Quar, La;Total;2024;42
08177 Quar, La;Total;2023;40
08177 Quar, La;Total;2022;47
08177 Quar, La;Total;2021;51
08177 Quar, La;Total;2020;49
08177 Quar, La;Total;2019;53
08177 Quar, La;Total;2018;60
08177 Quar, La;Total;2017;57
08177 Quar, La;Total;2016;54
08178 Rajadell;Total;2025;597
08178 Rajadell;Total;2024;594
08178 Rajadell;Total;2023;571
08178 Rajadell;Total;2022;545
08178 Rajadell;Total;2021;549
08178 Rajadell;Total;2020;534
08178 Rajadell;Total;2019;548
08178 Rajadell;Total;2018;539
08178 Rajadell;Total;2017;536
08178 Rajadell;Total;2016;533
08179 Rellinars;Total;2025;926
08179 Rellinars;Total;2024;920
08179 Rellinars;Total;2023;923
08179 Rellinars;Total;2022;915
08179 Rellinars;Total;2021;868
08179 Rellinars;Total;2020;809
08179 Rellinars;Total;2019;780
08179 Rellinars;Total;2018;747
08179 Rellinars;Total;2017;735
08179 Rellinars;Total;2016;723
08180 Ripollet;Total;2025;39.897
08180 Ripollet;Total;2024;39.462
08180 Ripollet;Total;2023;39.269
08180 Ripollet;Total;2022;39.031
08180 Ripollet;Total;2021;39.139
08180 Ripollet;Total;2020;39.179
08180 Ripollet;Total;2019;38.665
08180 Ripollet;Total;2018;38.347
08180 Ripollet;Total;2017;37.899
08180 Ripollet;Total;2016;37.648
08181 Roca del Vallès, La;Total;2025;11.014
08181 Roca del Vallès, La;Total;2024;10.962
08181 Roca del Vallès, La;Total;2023;10.913
08181 Roca del Vallès, La;Total;2022;10.776
08181 Roca del Vallès, La;Total;2021;10.676
08181 Roca del Vallès, La;Total;2020;10.754
08181 Roca del Vallès, La;Total;2019;10.650
08181 Roca del Vallès, La;Total;2018;10.666
08181 Roca del Vallès, La;Total;2017;10.536
08181 Roca del Vallès, La;Total;2016;10.599
08183 Roda de Ter;Total;2025;6.937
08183 Roda de Ter;Total;2024;6.900
08183 Roda de Ter;Total;2023;6.680
08183 Roda de Ter;Total;2022;6.555
08183 Roda de Ter;Total;2021;6.449
08183 Roda de Ter;Total;2020;6.490
08183 Roda de Ter;Total;2019;6.301
08183 Roda de Ter;Total;2018;6.197
08183 Roda de Ter;Total;2017;6.125
08183 Roda de Ter;Total;2016;6.116
08184 Rubí;Total;2025;82.823
08184 Rubí;Total;2024;81.532
08184 Rubí;Total;2023;80.044
08184 Rubí;Total;2022;79.007
08184 Rubí;Total;2021;78.549
08184 Rubí;Total;2020;78.591
08184 Rubí;Total;2019;77.464
08184 Rubí;Total;2018;76.423
08184 Rubí;Total;2017;75.568
08184 Rubí;Total;2016;75.167
08185 Rubió;Total;2025;225
08185 Rubió;Total;2024;237
08185 Rubió;Total;2023;254
08185 Rubió;Total;2022;244
08185 Rubió;Total;2021;236
08185 Rubió;Total;2020;239
08185 Rubió;Total;2019;239
08185 Rubió;Total;2018;232
08185 Rubió;Total;2017;230
08185 Rubió;Total;2016;231
08901 Rupit i Pruit;Total;2025;280
08901 Rupit i Pruit;Total;2024;281
08901 Rupit i Pruit;Total;2023;277
08901 Rupit i Pruit;Total;2022;279
08901 Rupit i Pruit;Total;2021;296
08901 Rupit i Pruit;Total;2020;271
08901 Rupit i Pruit;Total;2019;279
08901 Rupit i Pruit;Total;2018;279
08901 Rupit i Pruit;Total;2017;281
08901 Rupit i Pruit;Total;2016;277
08187 Sabadell;Total;2025;225.368
08187 Sabadell;Total;2024;222.177
08187 Sabadell;Total;2023;218.300
08187 Sabadell;Total;2022;215.760
08187 Sabadell;Total;2021;216.204
08187 Sabadell;Total;2020;216.520
08187 Sabadell;Total;2019;213.644
08187 Sabadell;Total;2018;211.734
08187 Sabadell;Total;2017;209.931
08187 Sabadell;Total;2016;208.246
08188 Sagàs;Total;2025;154
08188 Sagàs;Total;2024;153
08188 Sagàs;Total;2023;151
08188 Sagàs;Total;2022;157
08188 Sagàs;Total;2021;151
08188 Sagàs;Total;2020;145
08188 Sagàs;Total;2019;148
08188 Sagàs;Total;2018;161
08188 Sagàs;Total;2017;155
08188 Sagàs;Total;2016;152
08190 Saldes;Total;2025;302
08190 Saldes;Total;2024;301
08190 Saldes;Total;2023;303
08190 Saldes;Total;2022;298
08190 Saldes;Total;2021;283
08190 Saldes;Total;2020;278
08190 Saldes;Total;2019;274
08190 Saldes;Total;2018;265
08190 Saldes;Total;2017;275
08190 Saldes;Total;2016;276
08191 Sallent;Total;2025;7.030
08191 Sallent;Total;2024;6.927
08191 Sallent;Total;2023;6.835
08191 Sallent;Total;2022;6.805
08191 Sallent;Total;2021;6.717
08191 Sallent;Total;2020;6.735
08191 Sallent;Total;2019;6.658
08191 Sallent;Total;2018;6.636
08191 Sallent;Total;2017;6.594
08191 Sallent;Total;2016;6.592
08194 Sant Adrià de Besòs;Total;2025;39.323
08194 Sant Adrià de Besòs;Total;2024;38.490
08194 Sant Adrià de Besòs;Total;2023;37.925
08194 Sant Adrià de Besòs;Total;2022;36.918
08194 Sant Adrià de Besòs;Total;2021;37.283
08194 Sant Adrià de Besòs;Total;2020;37.447
08194 Sant Adrià de Besòs;Total;2019;37.097
08194 Sant Adrià de Besòs;Total;2018;36.669
08194 Sant Adrià de Besòs;Total;2017;36.624
08194 Sant Adrià de Besòs;Total;2016;36.496
08195 Sant Agustí de Lluçanès;Total;2025;106
08195 Sant Agustí de Lluçanès;Total;2024;108
08195 Sant Agustí de Lluçanès;Total;2023;109
08195 Sant Agustí de Lluçanès;Total;2022;100
08195 Sant Agustí de Lluçanès;Total;2021;92
08195 Sant Agustí de Lluçanès;Total;2020;89
08195 Sant Agustí de Lluçanès;Total;2019;85
08195 Sant Agustí de Lluçanès;Total;2018;87
08195 Sant Agustí de Lluçanès;Total;2017;86
08195 Sant Agustí de Lluçanès;Total;2016;92
08196 Sant Andreu de la Barca;Total;2025;27.094
08196 Sant Andreu de la Barca;Total;2024;27.062
08196 Sant Andreu de la Barca;Total;2023;26.910
08196 Sant Andreu de la Barca;Total;2022;26.965
08196 Sant Andreu de la Barca;Total;2021;27.175
08196 Sant Andreu de la Barca;Total;2020;27.569
08196 Sant Andreu de la Barca;Total;2019;27.558
08196 Sant Andreu de la Barca;Total;2018;27.332
08196 Sant Andreu de la Barca;Total;2017;27.303
08196 Sant Andreu de la Barca;Total;2016;27.434
08197 Sant Andreu de Llavaneres;Total;2025;11.938
08197 Sant Andreu de Llavaneres;Total;2024;11.933
08197 Sant Andreu de Llavaneres;Total;2023;11.831
08197 Sant Andreu de Llavaneres;Total;2022;11.593
08197 Sant Andreu de Llavaneres;Total;2021;11.150
08197 Sant Andreu de Llavaneres;Total;2020;11.133
08197 Sant Andreu de Llavaneres;Total;2019;10.968
08197 Sant Andreu de Llavaneres;Total;2018;10.877
08197 Sant Andreu de Llavaneres;Total;2017;10.758
08197 Sant Andreu de Llavaneres;Total;2016;10.663
08198 Sant Antoni de Vilamajor;Total;2025;6.724
08198 Sant Antoni de Vilamajor;Total;2024;6.668
08198 Sant Antoni de Vilamajor;Total;2023;6.577
08198 Sant Antoni de Vilamajor;Total;2022;6.483
08198 Sant Antoni de Vilamajor;Total;2021;6.383
08198 Sant Antoni de Vilamajor;Total;2020;6.208
08198 Sant Antoni de Vilamajor;Total;2019;6.135
08198 Sant Antoni de Vilamajor;Total;2018;6.095
08198 Sant Antoni de Vilamajor;Total;2017;6.005
08198 Sant Antoni de Vilamajor;Total;2016;5.862
08199 Sant Bartomeu del Grau;Total;2025;933
08199 Sant Bartomeu del Grau;Total;2024;943
08199 Sant Bartomeu del Grau;Total;2023;945
08199 Sant Bartomeu del Grau;Total;2022;924
08199 Sant Bartomeu del Grau;Total;2021;913
08199 Sant Bartomeu del Grau;Total;2020;884
08199 Sant Bartomeu del Grau;Total;2019;858
08199 Sant Bartomeu del Grau;Total;2018;840
08199 Sant Bartomeu del Grau;Total;2017;858
08199 Sant Bartomeu del Grau;Total;2016;850
08200 Sant Boi de Llobregat;Total;2025;85.610
08200 Sant Boi de Llobregat;Total;2024;84.831
08200 Sant Boi de Llobregat;Total;2023;83.919
08200 Sant Boi de Llobregat;Total;2022;83.371
08200 Sant Boi de Llobregat;Total;2021;83.755
08200 Sant Boi de Llobregat;Total;2020;84.500
08200 Sant Boi de Llobregat;Total;2019;83.605
08200 Sant Boi de Llobregat;Total;2018;82.904
08200 Sant Boi de Llobregat;Total;2017;82.142
08200 Sant Boi de Llobregat;Total;2016;82.402
08201 Sant Boi de Lluçanès;Total;2025;602
08201 Sant Boi de Lluçanès;Total;2024;575
08201 Sant Boi de Lluçanès;Total;2023;572
08201 Sant Boi de Lluçanès;Total;2022;575
08201 Sant Boi de Lluçanès;Total;2021;573
08201 Sant Boi de Lluçanès;Total;2020;580
08201 Sant Boi de Lluçanès;Total;2019;541
08201 Sant Boi de Lluçanès;Total;2018;532
08201 Sant Boi de Lluçanès;Total;2017;515
08201 Sant Boi de Lluçanès;Total;2016;527
08203 Sant Cebrià de Vallalta;Total;2025;3.872
08203 Sant Cebrià de Vallalta;Total;2024;3.828
08203 Sant Cebrià de Vallalta;Total;2023;3.792
08203 Sant Cebrià de Vallalta;Total;2022;3.619
08203 Sant Cebrià de Vallalta;Total;2021;3.570
08203 Sant Cebrià de Vallalta;Total;2020;3.438
08203 Sant Cebrià de Vallalta;Total;2019;3.385
08203 Sant Cebrià de Vallalta;Total;2018;3.344
08203 Sant Cebrià de Vallalta;Total;2017;3.310
08203 Sant Cebrià de Vallalta;Total;2016;3.329
08202 Sant Celoni;Total;2025;18.977
08202 Sant Celoni;Total;2024;18.761
08202 Sant Celoni;Total;2023;18.479
08202 Sant Celoni;Total;2022;18.285
08202 Sant Celoni;Total;2021;18.176
08202 Sant Celoni;Total;2020;18.136
08202 Sant Celoni;Total;2019;17.904
08202 Sant Celoni;Total;2018;17.754
08202 Sant Celoni;Total;2017;17.588
08202 Sant Celoni;Total;2016;17.540
08204 Sant Climent de Llobregat;Total;2025;4.187
08204 Sant Climent de Llobregat;Total;2024;4.182
08204 Sant Climent de Llobregat;Total;2023;4.190
