Geografía;Tipología penal;Periodos:;Total
- Municipio de Badalona;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2019;2
- Municipio de Badalona;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2019;4
- Municipio de Badalona;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2019;188
- Municipio de Badalona;4.-Secuestro;Enero-junio 2019;0
- Municipio de Badalona;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2019;40
- Municipio de Badalona;5.1.-Agresión sexual con penetración;Enero-junio 2019;8
- Municipio de Badalona;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2019;32
- Municipio de Badalona;6.-Robos con violencia e intimidación;Enero-junio 2019;720
- Municipio de Badalona;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2019;301
- Municipio de Badalona;7.1.-Robos con fuerza en domicilios;Enero-junio 2019;167
- Municipio de Badalona;8.-Hurtos;Enero-junio 2019;1.726
- Municipio de Badalona;9.-Sustracciones de vehículos;Enero-junio 2019;159
- Municipio de Badalona;10.-Tráfico de drogas;Enero-junio 2019;23
- Municipio de Badalona;Resto de infracciones penales;Enero-junio 2019;2.928
- Municipio de Badalona;TOTAL INFRACCIONES PENALES;Enero-junio 2019;6.091
- Municipio de Barberà del Vallès;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2019;0
- Municipio de Barberà del Vallès;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2019;0
- Municipio de Barberà del Vallès;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2019;22
- Municipio de Barberà del Vallès;4.-Secuestro;Enero-junio 2019;0
- Municipio de Barberà del Vallès;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2019;8
- Municipio de Barberà del Vallès;5.1.-Agresión sexual con penetración;Enero-junio 2019;2
- Municipio de Barberà del Vallès;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2019;6
- Municipio de Barberà del Vallès;6.-Robos con violencia e intimidación;Enero-junio 2019;21
- Municipio de Barberà del Vallès;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2019;65
- Municipio de Barberà del Vallès;7.1.-Robos con fuerza en domicilios;Enero-junio 2019;27
- Municipio de Barberà del Vallès;8.-Hurtos;Enero-junio 2019;218
- Municipio de Barberà del Vallès;9.-Sustracciones de vehículos;Enero-junio 2019;12
- Municipio de Barberà del Vallès;10.-Tráfico de drogas;Enero-junio 2019;2
- Municipio de Barberà del Vallès;Resto de infracciones penales;Enero-junio 2019;427
- Municipio de Barberà del Vallès;TOTAL INFRACCIONES PENALES;Enero-junio 2019;775
- Municipio de Barcelona;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2019;3
- Municipio de Barcelona;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2019;24
- Municipio de Barcelona;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2019;1.715
- Municipio de Barcelona;4.-Secuestro;Enero-junio 2019;0
- Municipio de Barcelona;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2019;405
- Municipio de Barcelona;5.1.-Agresión sexual con penetración;Enero-junio 2019;60
- Municipio de Barcelona;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2019;345
- Municipio de Barcelona;6.-Robos con violencia e intimidación;Enero-junio 2019;7.082
- Municipio de Barcelona;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2019;4.506
- Municipio de Barcelona;7.1.-Robos con fuerza en domicilios;Enero-junio 2019;2.412
- Municipio de Barcelona;8.-Hurtos;Enero-junio 2019;56.015
- Municipio de Barcelona;9.-Sustracciones de vehículos;Enero-junio 2019;2.460
- Municipio de Barcelona;10.-Tráfico de drogas;Enero-junio 2019;270
- Municipio de Barcelona;Resto de infracciones penales;Enero-junio 2019;27.462
- Municipio de Barcelona;TOTAL INFRACCIONES PENALES;Enero-junio 2019;99.942
- Municipio de Castelldefels;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2019;0
- Municipio de Castelldefels;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2019;0
- Municipio de Castelldefels;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2019;43
- Municipio de Castelldefels;4.-Secuestro;Enero-junio 2019;0
- Municipio de Castelldefels;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2019;7
- Municipio de Castelldefels;5.1.-Agresión sexual con penetración;Enero-junio 2019;2
- Municipio de Castelldefels;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2019;5
- Municipio de Castelldefels;6.-Robos con violencia e intimidación;Enero-junio 2019;54
- Municipio de Castelldefels;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2019;149
- Municipio de Castelldefels;7.1.-Robos con fuerza en domicilios;Enero-junio 2019;132
- Municipio de Castelldefels;8.-Hurtos;Enero-junio 2019;493
- Municipio de Castelldefels;9.-Sustracciones de vehículos;Enero-junio 2019;22
- Municipio de Castelldefels;10.-Tráfico de drogas;Enero-junio 2019;2
- Municipio de Castelldefels;Resto de infracciones penales;Enero-junio 2019;1.145
- Municipio de Castelldefels;TOTAL INFRACCIONES PENALES;Enero-junio 2019;1.915
- Municipio de Cerdanyola del Vallès;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2019;0
- Municipio de Cerdanyola del Vallès;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2019;1
- Municipio de Cerdanyola del Vallès;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2019;26
- Municipio de Cerdanyola del Vallès;4.-Secuestro;Enero-junio 2019;0
- Municipio de Cerdanyola del Vallès;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2019;11
- Municipio de Cerdanyola del Vallès;5.1.-Agresión sexual con penetración;Enero-junio 2019;2
- Municipio de Cerdanyola del Vallès;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2019;9
- Municipio de Cerdanyola del Vallès;6.-Robos con violencia e intimidación;Enero-junio 2019;38
- Municipio de Cerdanyola del Vallès;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2019;92
- Municipio de Cerdanyola del Vallès;7.1.-Robos con fuerza en domicilios;Enero-junio 2019;75
- Municipio de Cerdanyola del Vallès;8.-Hurtos;Enero-junio 2019;246
- Municipio de Cerdanyola del Vallès;9.-Sustracciones de vehículos;Enero-junio 2019;16
- Municipio de Cerdanyola del Vallès;10.-Tráfico de drogas;Enero-junio 2019;3
- Municipio de Cerdanyola del Vallès;Resto de infracciones penales;Enero-junio 2019;530
- Municipio de Cerdanyola del Vallès;TOTAL INFRACCIONES PENALES;Enero-junio 2019;963
- Municipio de Cornellà de Llobregat;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2019;1
- Municipio de Cornellà de Llobregat;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2019;3
- Municipio de Cornellà de Llobregat;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2019;97
- Municipio de Cornellà de Llobregat;4.-Secuestro;Enero-junio 2019;0
- Municipio de Cornellà de Llobregat;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2019;17
- Municipio de Cornellà de Llobregat;5.1.-Agresión sexual con penetración;Enero-junio 2019;3
- Municipio de Cornellà de Llobregat;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2019;14
- Municipio de Cornellà de Llobregat;6.-Robos con violencia e intimidación;Enero-junio 2019;164
- Municipio de Cornellà de Llobregat;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2019;113
- Municipio de Cornellà de Llobregat;7.1.-Robos con fuerza en domicilios;Enero-junio 2019;59
- Municipio de Cornellà de Llobregat;8.-Hurtos;Enero-junio 2019;803
- Municipio de Cornellà de Llobregat;9.-Sustracciones de vehículos;Enero-junio 2019;79
- Municipio de Cornellà de Llobregat;10.-Tráfico de drogas;Enero-junio 2019;10
- Municipio de Cornellà de Llobregat;Resto de infracciones penales;Enero-junio 2019;1.163
- Municipio de Cornellà de Llobregat;TOTAL INFRACCIONES PENALES;Enero-junio 2019;2.450
- Municipio de Esplugues de Llobregat;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2019;0
- Municipio de Esplugues de Llobregat;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2019;0
- Municipio de Esplugues de Llobregat;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2019;33
- Municipio de Esplugues de Llobregat;4.-Secuestro;Enero-junio 2019;0
- Municipio de Esplugues de Llobregat;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2019;2
- Municipio de Esplugues de Llobregat;5.1.-Agresión sexual con penetración;Enero-junio 2019;0
- Municipio de Esplugues de Llobregat;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2019;2
- Municipio de Esplugues de Llobregat;6.-Robos con violencia e intimidación;Enero-junio 2019;74
- Municipio de Esplugues de Llobregat;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2019;96
- Municipio de Esplugues de Llobregat;7.1.-Robos con fuerza en domicilios;Enero-junio 2019;71
- Municipio de Esplugues de Llobregat;8.-Hurtos;Enero-junio 2019;515
- Municipio de Esplugues de Llobregat;9.-Sustracciones de vehículos;Enero-junio 2019;33
- Municipio de Esplugues de Llobregat;10.-Tráfico de drogas;Enero-junio 2019;3
- Municipio de Esplugues de Llobregat;Resto de infracciones penales;Enero-junio 2019;579
- Municipio de Esplugues de Llobregat;TOTAL INFRACCIONES PENALES;Enero-junio 2019;1.335
- Municipio de Gavà;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2019;0
- Municipio de Gavà;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2019;0
- Municipio de Gavà;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2019;32
- Municipio de Gavà;4.-Secuestro;Enero-junio 2019;0
- Municipio de Gavà;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2019;11
- Municipio de Gavà;5.1.-Agresión sexual con penetración;Enero-junio 2019;1
- Municipio de Gavà;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2019;10
- Municipio de Gavà;6.-Robos con violencia e intimidación;Enero-junio 2019;28
- Municipio de Gavà;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2019;67
- Municipio de Gavà;7.1.-Robos con fuerza en domicilios;Enero-junio 2019;46
- Municipio de Gavà;8.-Hurtos;Enero-junio 2019;292
- Municipio de Gavà;9.-Sustracciones de vehículos;Enero-junio 2019;21
- Municipio de Gavà;10.-Tráfico de drogas;Enero-junio 2019;2
- Municipio de Gavà;Resto de infracciones penales;Enero-junio 2019;741
- Municipio de Gavà;TOTAL INFRACCIONES PENALES;Enero-junio 2019;1.194
- Municipio de Granollers;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2019;1
- Municipio de Granollers;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2019;0
- Municipio de Granollers;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2019;77
- Municipio de Granollers;4.-Secuestro;Enero-junio 2019;0
- Municipio de Granollers;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2019;10
- Municipio de Granollers;5.1.-Agresión sexual con penetración;Enero-junio 2019;2
- Municipio de Granollers;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2019;8
- Municipio de Granollers;6.-Robos con violencia e intimidación;Enero-junio 2019;55
- Municipio de Granollers;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2019;138
