Geografía;Tipología penal;Periodos:;Total
Provincia de ALICANTE/ALACANT;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;42.113
Provincia de ALICANTE/ALACANT;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;7
Provincia de ALICANTE/ALACANT;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;31
Provincia de ALICANTE/ALACANT;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;672
Provincia de ALICANTE/ALACANT;4. Secuestro;enero-junio 2024;2
Provincia de ALICANTE/ALACANT;5. Delitos contra la libertad sexual;enero-junio 2024;498
Provincia de ALICANTE/ALACANT;5.1.-Agresión sexual con penetración;enero-junio 2024;117
Provincia de ALICANTE/ALACANT;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;381
Provincia de ALICANTE/ALACANT;6. Robos con violencia e intimidación;enero-junio 2024;1.010
Provincia de ALICANTE/ALACANT;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;3.395
Provincia de ALICANTE/ALACANT;7.1.-Robos con fuerza en domicilios;enero-junio 2024;2.668
Provincia de ALICANTE/ALACANT;8. Hurtos;enero-junio 2024;12.485
Provincia de ALICANTE/ALACANT;9. Sustracciones de vehículos;enero-junio 2024;705
Provincia de ALICANTE/ALACANT;10. Tráfico de drogas;enero-junio 2024;587
Provincia de ALICANTE/ALACANT;11. Resto de criminalidad convencional;enero-junio 2024;22.721
Provincia de ALICANTE/ALACANT;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;8.841
Provincia de ALICANTE/ALACANT;12.-Estafas informáticas;enero-junio 2024;7.686
Provincia de ALICANTE/ALACANT;13.-Otros ciberdelitos;enero-junio 2024;1.155
Provincia de ALICANTE/ALACANT;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;50.954
03009 Alcoy/Alcoi;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;892
03009 Alcoy/Alcoi;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;0
03009 Alcoy/Alcoi;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;0
03009 Alcoy/Alcoi;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;10
03009 Alcoy/Alcoi;4. Secuestro;enero-junio 2024;0
03009 Alcoy/Alcoi;5. Delitos contra la libertad sexual;enero-junio 2024;10
03009 Alcoy/Alcoi;5.1.-Agresión sexual con penetración;enero-junio 2024;5
03009 Alcoy/Alcoi;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;5
03009 Alcoy/Alcoi;6. Robos con violencia e intimidación;enero-junio 2024;30
03009 Alcoy/Alcoi;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;66
03009 Alcoy/Alcoi;7.1.-Robos con fuerza en domicilios;enero-junio 2024;39
03009 Alcoy/Alcoi;8. Hurtos;enero-junio 2024;241
03009 Alcoy/Alcoi;9. Sustracciones de vehículos;enero-junio 2024;11
03009 Alcoy/Alcoi;10. Tráfico de drogas;enero-junio 2024;4
03009 Alcoy/Alcoi;11. Resto de criminalidad convencional;enero-junio 2024;520
03009 Alcoy/Alcoi;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;325
03009 Alcoy/Alcoi;12.-Estafas informáticas;enero-junio 2024;299
03009 Alcoy/Alcoi;13.-Otros ciberdelitos;enero-junio 2024;26
03009 Alcoy/Alcoi;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;1.217
03011 L'Alfàs del Pi;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;505
03011 L'Alfàs del Pi;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;1
03011 L'Alfàs del Pi;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;0
03011 L'Alfàs del Pi;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;1
03011 L'Alfàs del Pi;4. Secuestro;enero-junio 2024;0
03011 L'Alfàs del Pi;5. Delitos contra la libertad sexual;enero-junio 2024;5
03011 L'Alfàs del Pi;5.1.-Agresión sexual con penetración;enero-junio 2024;2
03011 L'Alfàs del Pi;5.2.-Resto de delitos contra la libertad sexual;enero-junio 2024;3
03011 L'Alfàs del Pi;6. Robos con violencia e intimidación;enero-junio 2024;8
03011 L'Alfàs del Pi;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-junio 2024;65
03011 L'Alfàs del Pi;7.1.-Robos con fuerza en domicilios;enero-junio 2024;50
03011 L'Alfàs del Pi;8. Hurtos;enero-junio 2024;169
03011 L'Alfàs del Pi;9. Sustracciones de vehículos;enero-junio 2024;10
03011 L'Alfàs del Pi;10. Tráfico de drogas;enero-junio 2024;5
03011 L'Alfàs del Pi;11. Resto de criminalidad convencional;enero-junio 2024;241
03011 L'Alfàs del Pi;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-junio 2024;82
03011 L'Alfàs del Pi;12.-Estafas informáticas;enero-junio 2024;76
03011 L'Alfàs del Pi;13.-Otros ciberdelitos;enero-junio 2024;6
03011 L'Alfàs del Pi;III. TOTAL INFRACCIONES PENALES;enero-junio 2024;587
03014 Alicante/Alacant;I. CRIMINALIDAD CONVENCIONAL;enero-junio 2024;9.874
03014 Alicante/Alacant;1. Homicidios dolosos y asesinatos consumados;enero-junio 2024;1
03014 Alicante/Alacant;2. Homicidios dolosos y asesinatos en grado tentativa;enero-junio 2024;8
03014 Alicante/Alacant;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-junio 2024;134
