Geografía;Tipología penal;Periodos:;Total
Provincia de ALICANTE/ALACANT;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2018;2
Provincia de ALICANTE/ALACANT;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2018;4
Provincia de ALICANTE/ALACANT;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2018;126
Provincia de ALICANTE/ALACANT;4.-Secuestro;Enero-marzo 2018;0
Provincia de ALICANTE/ALACANT;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;124
Provincia de ALICANTE/ALACANT;5.1.-Agresión sexual con penetración;Enero-marzo 2018;16
Provincia de ALICANTE/ALACANT;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;108
Provincia de ALICANTE/ALACANT;6.-Robos con violencia e intimidación;Enero-marzo 2018;408
Provincia de ALICANTE/ALACANT;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2018;2.559
Provincia de ALICANTE/ALACANT;7.1.-Robos con fuerza en domicilios;Enero-marzo 2018;2.118
Provincia de ALICANTE/ALACANT;8.-Hurtos;Enero-marzo 2018;5.761
Provincia de ALICANTE/ALACANT;9.-Sustracciones de vehículos;Enero-marzo 2018;281
Provincia de ALICANTE/ALACANT;10.-Tráfico de drogas;Enero-marzo 2018;120
Provincia de ALICANTE/ALACANT;TOTAL INFRACCIONES PENALES;Enero-marzo 2018;20.693
- Municipio de Alcoy/Alcoi;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2018;0
- Municipio de Alcoy/Alcoi;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2018;0
- Municipio de Alcoy/Alcoi;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2018;1
- Municipio de Alcoy/Alcoi;4.-Secuestro;Enero-marzo 2018;0
- Municipio de Alcoy/Alcoi;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;5
- Municipio de Alcoy/Alcoi;5.1.-Agresión sexual con penetración;Enero-marzo 2018;2
- Municipio de Alcoy/Alcoi;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;3
- Municipio de Alcoy/Alcoi;6.-Robos con violencia e intimidación;Enero-marzo 2018;5
- Municipio de Alcoy/Alcoi;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2018;13
- Municipio de Alcoy/Alcoi;7.1.-Robos con fuerza en domicilios;Enero-marzo 2018;9
- Municipio de Alcoy/Alcoi;8.-Hurtos;Enero-marzo 2018;60
- Municipio de Alcoy/Alcoi;9.-Sustracciones de vehículos;Enero-marzo 2018;1
- Municipio de Alcoy/Alcoi;10.-Tráfico de drogas;Enero-marzo 2018;0
- Municipio de Alcoy/Alcoi;TOTAL INFRACCIONES PENALES;Enero-marzo 2018;319
- Municipio de Alicante/Alacant;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2018;2
- Municipio de Alicante/Alacant;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2018;0
- Municipio de Alicante/Alacant;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2018;24
- Municipio de Alicante/Alacant;4.-Secuestro;Enero-marzo 2018;0
- Municipio de Alicante/Alacant;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;27
- Municipio de Alicante/Alacant;5.1.-Agresión sexual con penetración;Enero-marzo 2018;6
- Municipio de Alicante/Alacant;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;21
- Municipio de Alicante/Alacant;6.-Robos con violencia e intimidación;Enero-marzo 2018;165
- Municipio de Alicante/Alacant;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2018;296
- Municipio de Alicante/Alacant;7.1.-Robos con fuerza en domicilios;Enero-marzo 2018;223
- Municipio de Alicante/Alacant;8.-Hurtos;Enero-marzo 2018;1.738
- Municipio de Alicante/Alacant;9.-Sustracciones de vehículos;Enero-marzo 2018;79
- Municipio de Alicante/Alacant;10.-Tráfico de drogas;Enero-marzo 2018;48
- Municipio de Alicante/Alacant;TOTAL INFRACCIONES PENALES;Enero-marzo 2018;4.466
- Municipio de Benidorm;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2018;0
- Municipio de Benidorm;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2018;1
- Municipio de Benidorm;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2018;16
- Municipio de Benidorm;4.-Secuestro;Enero-marzo 2018;0
- Municipio de Benidorm;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;5
- Municipio de Benidorm;5.1.-Agresión sexual con penetración;Enero-marzo 2018;2
- Municipio de Benidorm;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;3
- Municipio de Benidorm;6.-Robos con violencia e intimidación;Enero-marzo 2018;20
- Municipio de Benidorm;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2018;53
- Municipio de Benidorm;7.1.-Robos con fuerza en domicilios;Enero-marzo 2018;25
- Municipio de Benidorm;8.-Hurtos;Enero-marzo 2018;409
- Municipio de Benidorm;9.-Sustracciones de vehículos;Enero-marzo 2018;18
- Municipio de Benidorm;10.-Tráfico de drogas;Enero-marzo 2018;10
- Municipio de Benidorm;TOTAL INFRACCIONES PENALES;Enero-marzo 2018;1.047
- Municipio de Dénia;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2018;0
- Municipio de Dénia;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2018;1
- Municipio de Dénia;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2018;3
- Municipio de Dénia;4.-Secuestro;Enero-marzo 2018;0
- Municipio de Dénia;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;5
- Municipio de Dénia;5.1.-Agresión sexual con penetración;Enero-marzo 2018;0
- Municipio de Dénia;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;5
- Municipio de Dénia;6.-Robos con violencia e intimidación;Enero-marzo 2018;2
- Municipio de Dénia;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2018;55
- Municipio de Dénia;7.1.-Robos con fuerza en domicilios;Enero-marzo 2018;48
- Municipio de Dénia;8.-Hurtos;Enero-marzo 2018;174
- Municipio de Dénia;9.-Sustracciones de vehículos;Enero-marzo 2018;10
- Municipio de Dénia;10.-Tráfico de drogas;Enero-marzo 2018;2
- Municipio de Dénia;TOTAL INFRACCIONES PENALES;Enero-marzo 2018;502
- Municipio de Elche/Elx;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2018;0
- Municipio de Elche/Elx;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2018;0
- Municipio de Elche/Elx;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2018;8
- Municipio de Elche/Elx;4.-Secuestro;Enero-marzo 2018;0
- Municipio de Elche/Elx;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;17
- Municipio de Elche/Elx;5.1.-Agresión sexual con penetración;Enero-marzo 2018;0
- Municipio de Elche/Elx;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;17
- Municipio de Elche/Elx;6.-Robos con violencia e intimidación;Enero-marzo 2018;35
- Municipio de Elche/Elx;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2018;170
- Municipio de Elche/Elx;7.1.-Robos con fuerza en domicilios;Enero-marzo 2018;153
- Municipio de Elche/Elx;8.-Hurtos;Enero-marzo 2018;663
- Municipio de Elche/Elx;9.-Sustracciones de vehículos;Enero-marzo 2018;42
- Municipio de Elche/Elx;10.-Tráfico de drogas;Enero-marzo 2018;13
- Municipio de Elche/Elx;TOTAL INFRACCIONES PENALES;Enero-marzo 2018;2.225
- Municipio de Elda;1.-Homicidios dolosos y asesinatos consumados;Enero-marzo 2018;0
- Municipio de Elda;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-marzo 2018;0
- Municipio de Elda;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-marzo 2018;1
- Municipio de Elda;4.-Secuestro;Enero-marzo 2018;0
- Municipio de Elda;5.-Delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;5
- Municipio de Elda;5.1.-Agresión sexual con penetración;Enero-marzo 2018;2
- Municipio de Elda;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-marzo 2018;3
- Municipio de Elda;6.-Robos con violencia e intimidación;Enero-marzo 2018;8
- Municipio de Elda;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-marzo 2018;45
- Municipio de Elda;7.1.-Robos con fuerza en domicilios;Enero-marzo 2018;34
- Municipio de Elda;8.-Hurtos;Enero-marzo 2018;88
- Municipio de Elda;9.-Sustracciones de vehículos;Enero-marzo 2018;10
- Municipio de Elda;10.-Tráfico de drogas;Enero-marzo 2018;1
