Geografía;Tipología penal;Periodos:;Total
Provincia de ALICANTE/ALACANT;1.-DELITOS Y FALTAS (EU);Enero-marzo 2016;21.497
Provincia de ALICANTE/ALACANT;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-marzo 2016;6
Provincia de ALICANTE/ALACANT;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-marzo 2016;489
Provincia de ALICANTE/ALACANT;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-marzo 2016;2.436
Provincia de ALICANTE/ALACANT;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-marzo 2016;500
Provincia de ALICANTE/ALACANT;6.-TRÁFICO DE DROGAS (EU);Enero-marzo 2016;169
Provincia de ALICANTE/ALACANT;7.-DAÑOS;Enero-marzo 2016;2.331
Provincia de ALICANTE/ALACANT;8.-HURTOS;Enero-marzo 2016;7.162
- Municipio de Alcoy/Alcoi;1.-DELITOS Y FALTAS (EU);Enero-marzo 2016;376
- Municipio de Alcoy/Alcoi;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-marzo 2016;0
- Municipio de Alcoy/Alcoi;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-marzo 2016;11
- Municipio de Alcoy/Alcoi;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-marzo 2016;18
- Municipio de Alcoy/Alcoi;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-marzo 2016;10
- Municipio de Alcoy/Alcoi;6.-TRÁFICO DE DROGAS (EU);Enero-marzo 2016;0
- Municipio de Alcoy/Alcoi;7.-DAÑOS;Enero-marzo 2016;35
- Municipio de Alcoy/Alcoi;8.-HURTOS;Enero-marzo 2016;110
- Municipio de Alicante/Alacant;1.-DELITOS Y FALTAS (EU);Enero-marzo 2016;4.286
- Municipio de Alicante/Alacant;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-marzo 2016;0
- Municipio de Alicante/Alacant;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-marzo 2016;168
- Municipio de Alicante/Alacant;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-marzo 2016;191
- Municipio de Alicante/Alacant;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-marzo 2016;137
- Municipio de Alicante/Alacant;6.-TRÁFICO DE DROGAS (EU);Enero-marzo 2016;59
- Municipio de Alicante/Alacant;7.-DAÑOS;Enero-marzo 2016;451
- Municipio de Alicante/Alacant;8.-HURTOS;Enero-marzo 2016;1.829
- Municipio de Benidorm;1.-DELITOS Y FALTAS (EU);Enero-marzo 2016;1.362
- Municipio de Benidorm;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-marzo 2016;0
- Municipio de Benidorm;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-marzo 2016;43
- Municipio de Benidorm;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-marzo 2016;27
- Municipio de Benidorm;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-marzo 2016;17
- Municipio de Benidorm;6.-TRÁFICO DE DROGAS (EU);Enero-marzo 2016;23
- Municipio de Benidorm;7.-DAÑOS;Enero-marzo 2016;116
- Municipio de Benidorm;8.-HURTOS;Enero-marzo 2016;675
- Municipio de Elche/Elx;1.-DELITOS Y FALTAS (EU);Enero-marzo 2016;2.393
- Municipio de Elche/Elx;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-marzo 2016;0
- Municipio de Elche/Elx;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-marzo 2016;44
- Municipio de Elche/Elx;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-marzo 2016;188
- Municipio de Elche/Elx;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-marzo 2016;77
- Municipio de Elche/Elx;6.-TRÁFICO DE DROGAS (EU);Enero-marzo 2016;22
- Municipio de Elche/Elx;7.-DAÑOS;Enero-marzo 2016;277
- Municipio de Elche/Elx;8.-HURTOS;Enero-marzo 2016;826
- Municipio de Elda;1.-DELITOS Y FALTAS (EU);Enero-marzo 2016;420
- Municipio de Elda;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-marzo 2016;0
- Municipio de Elda;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-marzo 2016;4
- Municipio de Elda;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-marzo 2016;47
- Municipio de Elda;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-marzo 2016;5
- Municipio de Elda;6.-TRÁFICO DE DROGAS (EU);Enero-marzo 2016;5
- Municipio de Elda;7.-DAÑOS;Enero-marzo 2016;54
- Municipio de Elda;8.-HURTOS;Enero-marzo 2016;120
- Municipio de Orihuela;1.-DELITOS Y FALTAS (EU);Enero-marzo 2016;859
- Municipio de Orihuela;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-marzo 2016;2
- Municipio de Orihuela;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-marzo 2016;20
- Municipio de Orihuela;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-marzo 2016;122
- Municipio de Orihuela;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-marzo 2016;21
- Municipio de Orihuela;6.-TRÁFICO DE DROGAS (EU);Enero-marzo 2016;1
- Municipio de Orihuela;7.-DAÑOS;Enero-marzo 2016;55
- Municipio de Orihuela;8.-HURTOS;Enero-marzo 2016;296
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;1.-DELITOS Y FALTAS (EU);Enero-marzo 2016;571
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-marzo 2016;0
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-marzo 2016;16
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-marzo 2016;60
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-marzo 2016;22
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;6.-TRÁFICO DE DROGAS (EU);Enero-marzo 2016;3
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;7.-DAÑOS;Enero-marzo 2016;58
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;8.-HURTOS;Enero-marzo 2016;224
- Municipio de Torrevieja;1.-DELITOS Y FALTAS (EU);Enero-marzo 2016;1.678
- Municipio de Torrevieja;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-marzo 2016;3
- Municipio de Torrevieja;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-marzo 2016;43
- Municipio de Torrevieja;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-marzo 2016;245
- Municipio de Torrevieja;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-marzo 2016;22
- Municipio de Torrevieja;6.-TRÁFICO DE DROGAS (EU);Enero-marzo 2016;8
