Geografía;Tipología penal;Periodos:;Total
Provincia de ALICANTE/ALACANT;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;8
Provincia de ALICANTE/ALACANT;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;21
Provincia de ALICANTE/ALACANT;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;523
Provincia de ALICANTE/ALACANT;4.-Secuestro;Enero-junio 2022;4
Provincia de ALICANTE/ALACANT;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;477
Provincia de ALICANTE/ALACANT;5.1.-Agresión sexual con penetración;Enero-junio 2022;67
Provincia de ALICANTE/ALACANT;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;410
Provincia de ALICANTE/ALACANT;6.-Robos con violencia e intimidación;Enero-junio 2022;717
Provincia de ALICANTE/ALACANT;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2022;3.330
Provincia de ALICANTE/ALACANT;7.1.-Robos con fuerza en domicilios;Enero-junio 2022;2.832
Provincia de ALICANTE/ALACANT;8.-Hurtos;Enero-junio 2022;10.774
Provincia de ALICANTE/ALACANT;9.-Sustracciones de vehículos;Enero-junio 2022;491
Provincia de ALICANTE/ALACANT;10.-Tráfico de drogas;Enero-junio 2022;462
Provincia de ALICANTE/ALACANT;Resto de infracciones penales;Enero-junio 2022;26.631
Provincia de ALICANTE/ALACANT;TOTAL INFRACCIONES PENALES;Enero-junio 2022;43.438
-Municipio de Alcoy/Alcoi;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;0
-Municipio de Alcoy/Alcoi;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;1
-Municipio de Alcoy/Alcoi;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;9
-Municipio de Alcoy/Alcoi;4.-Secuestro;Enero-junio 2022;0
-Municipio de Alcoy/Alcoi;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;18
-Municipio de Alcoy/Alcoi;5.1.-Agresión sexual con penetración;Enero-junio 2022;3
-Municipio de Alcoy/Alcoi;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;15
-Municipio de Alcoy/Alcoi;6.-Robos con violencia e intimidación;Enero-junio 2022;12
-Municipio de Alcoy/Alcoi;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2022;50
-Municipio de Alcoy/Alcoi;7.1.-Robos con fuerza en domicilios;Enero-junio 2022;48
-Municipio de Alcoy/Alcoi;8.-Hurtos;Enero-junio 2022;224
-Municipio de Alcoy/Alcoi;9.-Sustracciones de vehículos;Enero-junio 2022;11
-Municipio de Alcoy/Alcoi;10.-Tráfico de drogas;Enero-junio 2022;5
-Municipio de Alcoy/Alcoi;Resto de infracciones penales;Enero-junio 2022;705
-Municipio de Alcoy/Alcoi;TOTAL INFRACCIONES PENALES;Enero-junio 2022;1.035
-Municipio de L'Alfàs del Pi;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;0
-Municipio de L'Alfàs del Pi;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;0
-Municipio de L'Alfàs del Pi;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;3
-Municipio de L'Alfàs del Pi;4.-Secuestro;Enero-junio 2022;0
-Municipio de L'Alfàs del Pi;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;2
-Municipio de L'Alfàs del Pi;5.1.-Agresión sexual con penetración;Enero-junio 2022;2
-Municipio de L'Alfàs del Pi;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;0
-Municipio de L'Alfàs del Pi;6.-Robos con violencia e intimidación;Enero-junio 2022;7
-Municipio de L'Alfàs del Pi;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2022;51
-Municipio de L'Alfàs del Pi;7.1.-Robos con fuerza en domicilios;Enero-junio 2022;43
-Municipio de L'Alfàs del Pi;8.-Hurtos;Enero-junio 2022;178
-Municipio de L'Alfàs del Pi;9.-Sustracciones de vehículos;Enero-junio 2022;6
-Municipio de L'Alfàs del Pi;10.-Tráfico de drogas;Enero-junio 2022;3
-Municipio de L'Alfàs del Pi;Resto de infracciones penales;Enero-junio 2022;252
-Municipio de L'Alfàs del Pi;TOTAL INFRACCIONES PENALES;Enero-junio 2022;502
-Municipio de Alicante/Alacant;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;1
-Municipio de Alicante/Alacant;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;9
-Municipio de Alicante/Alacant;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;112
-Municipio de Alicante/Alacant;4.-Secuestro;Enero-junio 2022;0
-Municipio de Alicante/Alacant;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;122
-Municipio de Alicante/Alacant;5.1.-Agresión sexual con penetración;Enero-junio 2022;18
-Municipio de Alicante/Alacant;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;104
-Municipio de Alicante/Alacant;6.-Robos con violencia e intimidación;Enero-junio 2022;251
-Municipio de Alicante/Alacant;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2022;355
-Municipio de Alicante/Alacant;7.1.-Robos con fuerza en domicilios;Enero-junio 2022;279
-Municipio de Alicante/Alacant;8.-Hurtos;Enero-junio 2022;2.836
-Municipio de Alicante/Alacant;9.-Sustracciones de vehículos;Enero-junio 2022;143
-Municipio de Alicante/Alacant;10.-Tráfico de drogas;Enero-junio 2022;151
-Municipio de Alicante/Alacant;Resto de infracciones penales;Enero-junio 2022;5.796
-Municipio de Alicante/Alacant;TOTAL INFRACCIONES PENALES;Enero-junio 2022;9.776
-Municipio de Almoradí;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;0
-Municipio de Almoradí;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;0
-Municipio de Almoradí;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;8
-Municipio de Almoradí;4.-Secuestro;Enero-junio 2022;0
-Municipio de Almoradí;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;9
-Municipio de Almoradí;5.1.-Agresión sexual con penetración;Enero-junio 2022;1
-Municipio de Almoradí;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;8
-Municipio de Almoradí;6.-Robos con violencia e intimidación;Enero-junio 2022;18
-Municipio de Almoradí;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2022;29
-Municipio de Almoradí;7.1.-Robos con fuerza en domicilios;Enero-junio 2022;26
-Municipio de Almoradí;8.-Hurtos;Enero-junio 2022;92
-Municipio de Almoradí;9.-Sustracciones de vehículos;Enero-junio 2022;4
-Municipio de Almoradí;10.-Tráfico de drogas;Enero-junio 2022;10
-Municipio de Almoradí;Resto de infracciones penales;Enero-junio 2022;380
-Municipio de Almoradí;TOTAL INFRACCIONES PENALES;Enero-junio 2022;550
-Municipio de Altea;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;0
-Municipio de Altea;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;0
-Municipio de Altea;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;6
-Municipio de Altea;4.-Secuestro;Enero-junio 2022;0
-Municipio de Altea;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;3
-Municipio de Altea;5.1.-Agresión sexual con penetración;Enero-junio 2022;0
-Municipio de Altea;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;3
-Municipio de Altea;6.-Robos con violencia e intimidación;Enero-junio 2022;11
-Municipio de Altea;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2022;121
-Municipio de Altea;7.1.-Robos con fuerza en domicilios;Enero-junio 2022;105
-Municipio de Altea;8.-Hurtos;Enero-junio 2022;139
-Municipio de Altea;9.-Sustracciones de vehículos;Enero-junio 2022;8
-Municipio de Altea;10.-Tráfico de drogas;Enero-junio 2022;4
-Municipio de Altea;Resto de infracciones penales;Enero-junio 2022;381
-Municipio de Altea;TOTAL INFRACCIONES PENALES;Enero-junio 2022;673
-Municipio de Aspe;1.-Homicidios dolosos y asesinatos consumados;Enero-junio 2022;0
-Municipio de Aspe;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-junio 2022;0
-Municipio de Aspe;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-junio 2022;1
-Municipio de Aspe;4.-Secuestro;Enero-junio 2022;0
-Municipio de Aspe;5.-Delitos contra la libertad e indemnidad sexual;Enero-junio 2022;2
-Municipio de Aspe;5.1.-Agresión sexual con penetración;Enero-junio 2022;0
-Municipio de Aspe;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-junio 2022;2
-Municipio de Aspe;6.-Robos con violencia e intimidación;Enero-junio 2022;3
-Municipio de Aspe;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-junio 2022;29
-Municipio de Aspe;7.1.-Robos con fuerza en domicilios;Enero-junio 2022;27
-Municipio de Aspe;8.-Hurtos;Enero-junio 2022;48
-Municipio de Aspe;9.-Sustracciones de vehículos;Enero-junio 2022;1
-Municipio de Aspe;10.-Tráfico de drogas;Enero-junio 2022;2
-Municipio de Aspe;Resto de infracciones penales;Enero-junio 2022;198
-Municipio de Aspe;TOTAL INFRACCIONES PENALES;Enero-junio 2022;284
