Geografía;Tipología penal;Periodos:;Total
Provincia de ALICANTE/ALACANT;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2017;6
Provincia de ALICANTE/ALACANT;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2017;15
Provincia de ALICANTE/ALACANT;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2017;464
Provincia de ALICANTE/ALACANT;4.-Secuestro;Enero-septiembre 2017;3
Provincia de ALICANTE/ALACANT;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2017;381
Provincia de ALICANTE/ALACANT;5.1.-Agresión sexual con penetración;Enero-septiembre 2017;41
Provincia de ALICANTE/ALACANT;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2017;340
Provincia de ALICANTE/ALACANT;6.-Robos con violencia e intimidación;Enero-septiembre 2017;1.386
Provincia de ALICANTE/ALACANT;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2017;7.023
Provincia de ALICANTE/ALACANT;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2017;5.524
Provincia de ALICANTE/ALACANT;8.-Hurtos;Enero-septiembre 2017;23.093
Provincia de ALICANTE/ALACANT;9.-Sustracciones de vehículos;Enero-septiembre 2017;1.311
Provincia de ALICANTE/ALACANT;10.-Tráfico de drogas;Enero-septiembre 2017;484
Provincia de ALICANTE/ALACANT;TOTAL INFRACCIONES PENALES;Enero-septiembre 2017;68.605
- Municipio de Alcoy/Alcoi;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2017;1
- Municipio de Alcoy/Alcoi;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2017;0
- Municipio de Alcoy/Alcoi;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2017;5
- Municipio de Alcoy/Alcoi;4.-Secuestro;Enero-septiembre 2017;0
- Municipio de Alcoy/Alcoi;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2017;11
- Municipio de Alcoy/Alcoi;5.1.-Agresión sexual con penetración;Enero-septiembre 2017;1
- Municipio de Alcoy/Alcoi;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2017;10
- Municipio de Alcoy/Alcoi;6.-Robos con violencia e intimidación;Enero-septiembre 2017;22
- Municipio de Alcoy/Alcoi;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2017;104
- Municipio de Alcoy/Alcoi;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2017;64
- Municipio de Alcoy/Alcoi;8.-Hurtos;Enero-septiembre 2017;286
- Municipio de Alcoy/Alcoi;9.-Sustracciones de vehículos;Enero-septiembre 2017;24
- Municipio de Alcoy/Alcoi;10.-Tráfico de drogas;Enero-septiembre 2017;4
- Municipio de Alcoy/Alcoi;TOTAL INFRACCIONES PENALES;Enero-septiembre 2017;1.167
- Municipio de Alicante/Alacant;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2017;1
- Municipio de Alicante/Alacant;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2017;0
- Municipio de Alicante/Alacant;3.-Delitos graves y menos graves de lesiones y riña tumultuaria;Enero-septiembre 2017;90
- Municipio de Alicante/Alacant;4.-Secuestro;Enero-septiembre 2017;1
- Municipio de Alicante/Alacant;5.-Delitos contra la libertad e indemnidad sexual;Enero-septiembre 2017;72
- Municipio de Alicante/Alacant;5.1.-Agresión sexual con penetración;Enero-septiembre 2017;10
- Municipio de Alicante/Alacant;5.2.-Resto de delitos contra la libertad e indemnidad sexual;Enero-septiembre 2017;62
- Municipio de Alicante/Alacant;6.-Robos con violencia e intimidación;Enero-septiembre 2017;392
- Municipio de Alicante/Alacant;7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones;Enero-septiembre 2017;754
- Municipio de Alicante/Alacant;7.1.-Robos con fuerza en domicilios;Enero-septiembre 2017;473
- Municipio de Alicante/Alacant;8.-Hurtos;Enero-septiembre 2017;5.666
- Municipio de Alicante/Alacant;9.-Sustracciones de vehículos;Enero-septiembre 2017;351
- Municipio de Alicante/Alacant;10.-Tráfico de drogas;Enero-septiembre 2017;115
- Municipio de Alicante/Alacant;TOTAL INFRACCIONES PENALES;Enero-septiembre 2017;13.683
- Municipio de Benidorm;1.-Homicidios dolosos y asesinatos consumados;Enero-septiembre 2017;0
- Municipio de Benidorm;2.-Homicidios dolosos y asesinatos en grado tentativa;Enero-septiembre 2017;0
