Geografía;Tipología penal;Periodos:;Total
Provincia de ALICANTE/ALACANT;1.-DELITOS Y FALTAS (EU);Enero-Septiembre 2016;70.289
Provincia de ALICANTE/ALACANT;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-Septiembre 2016;11
Provincia de ALICANTE/ALACANT;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-Septiembre 2016;1.618
Provincia de ALICANTE/ALACANT;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-Septiembre 2016;6.775
Provincia de ALICANTE/ALACANT;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-Septiembre 2016;1.550
Provincia de ALICANTE/ALACANT;6.-TRÁFICO DE DROGAS (EU);Enero-Septiembre 2016;568
Provincia de ALICANTE/ALACANT;7.-DAÑOS;Enero-Septiembre 2016;7.366
Provincia de ALICANTE/ALACANT;8.-HURTOS;Enero-Septiembre 2016;24.495
- Municipio de Alcoy/Alcoi;1.-DELITOS Y FALTAS (EU);Enero-Septiembre 2016;1.119
- Municipio de Alcoy/Alcoi;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-Septiembre 2016;0
- Municipio de Alcoy/Alcoi;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-Septiembre 2016;30
- Municipio de Alcoy/Alcoi;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-Septiembre 2016;62
- Municipio de Alcoy/Alcoi;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-Septiembre 2016;20
- Municipio de Alcoy/Alcoi;6.-TRÁFICO DE DROGAS (EU);Enero-Septiembre 2016;1
- Municipio de Alcoy/Alcoi;7.-DAÑOS;Enero-Septiembre 2016;118
- Municipio de Alcoy/Alcoi;8.-HURTOS;Enero-Septiembre 2016;323
- Municipio de Alicante/Alacant;1.-DELITOS Y FALTAS (EU);Enero-Septiembre 2016;13.426
- Municipio de Alicante/Alacant;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-Septiembre 2016;1
- Municipio de Alicante/Alacant;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-Septiembre 2016;502
- Municipio de Alicante/Alacant;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-Septiembre 2016;677
- Municipio de Alicante/Alacant;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-Septiembre 2016;349
- Municipio de Alicante/Alacant;6.-TRÁFICO DE DROGAS (EU);Enero-Septiembre 2016;142
- Municipio de Alicante/Alacant;7.-DAÑOS;Enero-Septiembre 2016;1.348
- Municipio de Alicante/Alacant;8.-HURTOS;Enero-Septiembre 2016;5.760
- Municipio de Benidorm;1.-DELITOS Y FALTAS (EU);Enero-Septiembre 2016;5.486
- Municipio de Benidorm;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-Septiembre 2016;1
- Municipio de Benidorm;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-Septiembre 2016;166
- Municipio de Benidorm;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-Septiembre 2016;139
- Municipio de Benidorm;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-Septiembre 2016;68
- Municipio de Benidorm;6.-TRÁFICO DE DROGAS (EU);Enero-Septiembre 2016;75
- Municipio de Benidorm;7.-DAÑOS;Enero-Septiembre 2016;394
- Municipio de Benidorm;8.-HURTOS;Enero-Septiembre 2016;2.877
- Municipio de Elche/Elx;1.-DELITOS Y FALTAS (EU);Enero-Septiembre 2016;7.244
- Municipio de Elche/Elx;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-Septiembre 2016;1
- Municipio de Elche/Elx;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-Septiembre 2016;155
- Municipio de Elche/Elx;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-Septiembre 2016;422
- Municipio de Elche/Elx;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-Septiembre 2016;227
- Municipio de Elche/Elx;6.-TRÁFICO DE DROGAS (EU);Enero-Septiembre 2016;83
- Municipio de Elche/Elx;7.-DAÑOS;Enero-Septiembre 2016;742
- Municipio de Elche/Elx;8.-HURTOS;Enero-Septiembre 2016;2.532
- Municipio de Elda;1.-DELITOS Y FALTAS (EU);Enero-Septiembre 2016;1.168
- Municipio de Elda;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-Septiembre 2016;1
- Municipio de Elda;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-Septiembre 2016;26
- Municipio de Elda;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-Septiembre 2016;92
- Municipio de Elda;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-Septiembre 2016;37
- Municipio de Elda;6.-TRÁFICO DE DROGAS (EU);Enero-Septiembre 2016;7
- Municipio de Elda;7.-DAÑOS;Enero-Septiembre 2016;157
- Municipio de Elda;8.-HURTOS;Enero-Septiembre 2016;325
- Municipio de Orihuela;1.-DELITOS Y FALTAS (EU);Enero-Septiembre 2016;2.839
- Municipio de Orihuela;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-Septiembre 2016;2
- Municipio de Orihuela;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-Septiembre 2016;79
- Municipio de Orihuela;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-Septiembre 2016;360
- Municipio de Orihuela;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-Septiembre 2016;40
- Municipio de Orihuela;6.-TRÁFICO DE DROGAS (EU);Enero-Septiembre 2016;13
- Municipio de Orihuela;7.-DAÑOS;Enero-Septiembre 2016;247
- Municipio de Orihuela;8.-HURTOS;Enero-Septiembre 2016;971
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;1.-DELITOS Y FALTAS (EU);Enero-Septiembre 2016;1.757
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-Septiembre 2016;0
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-Septiembre 2016;39
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-Septiembre 2016;136
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-Septiembre 2016;56
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;6.-TRÁFICO DE DROGAS (EU);Enero-Septiembre 2016;11
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;7.-DAÑOS;Enero-Septiembre 2016;199
- Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;8.-HURTOS;Enero-Septiembre 2016;643
- Municipio de Torrevieja;1.-DELITOS Y FALTAS (EU);Enero-Septiembre 2016;5.869
- Municipio de Torrevieja;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);Enero-Septiembre 2016;4
- Municipio de Torrevieja;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);Enero-Septiembre 2016;140
- Municipio de Torrevieja;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);Enero-Septiembre 2016;774
- Municipio de Torrevieja;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);Enero-Septiembre 2016;88
- Municipio de Torrevieja;6.-TRÁFICO DE DROGAS (EU);Enero-Septiembre 2016;26
- Municipio de Torrevieja;7.-DAÑOS;Enero-Septiembre 2016;655
- Municipio de Torrevieja;8.-HURTOS;Enero-Septiembre 2016;2.129
Provincia de CASTELLÓN/CASTELLÓ;1.-DELITOS Y FALTAS (EU);Enero-Septiembre 2016;18.752
